"Agency","City","State","Legacy NTD ID","NTD ID","Organization Type","Reporter Type","Primary UZA 
 Population","Agency VOMS","Mode","TOS","Mode VOMS","Ratios:","Fare Revenues per Unlinked Passenger Trip","Fare Revenues per Unlinked Passenger Trip Questionable","Fare Revenues per Total Operating Expense (Recovery Ratio)","Fare Revenues per Total Operating Expense (Recovery Ratio) Questionable","Cost per 
 Hour","Cost per Hour Questionable","Passengers per Hour","Passengers per Hour Questionable","Cost per Passenger","Cost per Passenger Questionable","Cost per Passenger Mile","Cost per Passenger Mile Questionable","Source Data:","Fare Revenues Earned","Fare Revenues Earned Questionable","Total Operating Expenses","Total Operating Expenses Questionable","Unlinked Passenger Trips","Unlinked Passenger Trips Questionable","Vehicle Revenue Hours","Vehicle Revenue Hours Questionable","Passenger Miles","Passenger Miles Questionable","Vehicle Revenue Miles","Vehicle Revenue Miles Questionable","Any data questionable?","...40","...41","...42","0","...44","...45"
"City of Winston Salem, dba: Winston-Salem Transit Authority","Winston Salem","NC","4012","40012","Independent Public Agency or Authority of Transit Service","Full Reporter",391024,63,"DR","DO",32,NA,2.5161,NA,0.0921,NA,68.057,NA,2.4911,NA,27.3197,NA,3.5095,NA,NA,389495,NA,4229199,NA,154804,NA,62142,NA,1205082,NA,945179,NA,"No",NA,NA,NA,NA,NA,NA
"City of Winston Salem, dba: Winston-Salem Transit Authority","Winston Salem","NC","4012","40012","Independent Public Agency or Authority of Transit Service","Full Reporter",391024,63,"MB","DO",31,NA,0.4468,NA,0.0507,NA,99.4466,NA,11.2773,NA,8.8183,NA,2.9792,NA,NA,766452,NA,15127713,NA,1715494,NA,152119,NA,5077862,NA,1958208,NA,"No",NA,NA,NA,NA,NA,NA
"Connecticut Department of Transportation- CTTransit Waterbury- NET","Watertown","CT","1128","10128","Subsidiary Unit of a Transit Agency, Reporting Separately","Full Reporter",194535,63,"DR","PT",27,NA,1.7314,NA,0.0205,NA,124.4769,NA,1.4724,NA,84.5423,NA,11.9594,NA,NA,93437,NA,4562326,NA,53965,NA,36652,NA,381486,NA,360219,NA,"No",NA,NA,NA,NA,NA,NA
"Springfield Mass Transit District, dba: Sangamon Mass Transit District","Springfield","IL","5059","50059","Independent Public Agency or Authority of Transit Service","Full Reporter",161316,63,"DR","DO",15,NA,0.9038,NA,0.0224,NA,90.6435,NA,2.2509,NA,40.2698,NA,7.5318,NA,NA,57266,NA,2551614,NA,63363,NA,28150,NA,338777,NA,360342,NA,"No",NA,NA,NA,NA,NA,NA
"Greater Lafayette Public Transportation Corporation","Lafayette","IN","5051","50051","Independent Public Agency or Authority of Transit Service","Full Reporter",147725,62,"DR","DO",6,NA,2.555,NA,0.0851,NA,92.7069,NA,3.0891,NA,30.0107,NA,5.3953,NA,NA,76243,NA,895549,NA,29841,NA,9660,NA,165988,NA,123850,NA,"No",NA,NA,NA,NA,NA,NA
"Greater Lafayette Public Transportation Corporation","Lafayette","IN","5051","50051","Independent Public Agency or Authority of Transit Service","Full Reporter",147725,62,"MB","DO",56,NA,1.1151,NA,0.2281,NA,87.8834,NA,17.9744,NA,4.8894,NA,1.8478,NA,NA,2753891,NA,12075088,NA,2469660,NA,137399,NA,6534754,NA,1735527,NA,"No",NA,NA,NA,NA,NA,NA
"Luzerne County Transportation Authority","Kingston","PA","3015","30015","Independent Public Agency or Authority of Transit Service","Full Reporter",381502,62,"MB","DO",32,NA,0.1078,NA,0.0081,NA,114.9536,NA,8.6192,NA,13.3369,NA,4.0374,NA,NA,80481,NA,9956014,NA,746504,NA,86609,NA,2465952,NA,1186730,NA,"No",NA,NA,NA,NA,NA,NA
"Luzerne County Transportation Authority","Kingston","PA","3015","30015","Independent Public Agency or Authority of Transit Service","Full Reporter",381502,62,"DR","DO",30,NA,1.538,NA,0.0329,NA,112.2395,NA,2.4002,NA,46.7625,NA,5.8897,NA,NA,122993,NA,3739597,NA,79970,NA,33318,NA,634940,NA,579435,NA,"No",NA,NA,NA,NA,NA,NA
"Mayor and City Council Town of Ocean City","Ocean City","MD","3R03-026","3R03-30155","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,61,"MB","DO",58,NA,1.3949,NA,0.2863,NA,92.195,NA,18.9232,NA,4.8721,NA,0,NA,NA,965123,NA,3370926,NA,691890,NA,36563,NA,0,NA,340079,NA,"No",NA,NA,NA,NA,NA,NA
"Somerset County, dba: Somerset County Transportation","Somerville","NJ","2209","20209","City, County or Local Government Unit or Department of Transportation","Full Reporter",18351295,61,"DR","DO",51,NA,2.0133,"Q",0.0212,NA,99.9941,NA,1.055,"Q",94.785,"Q",9.2689,"Q",NA,98434,NA,4634228,NA,48892,"Q",46345,NA,499975,"Q",350798,NA,"Yes",NA,NA,NA,NA,NA,NA
"Paducah Transit Authority","Paducah","KY","4R04-012","4R04-41013","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,61,"DR","DO",47,NA,2.1423,NA,0.0599,NA,60.3718,NA,1.6873,NA,35.7797,NA,0,NA,NA,115445,NA,1928094,NA,53888,NA,31937,NA,0,NA,600451,NA,"No",NA,NA,NA,NA,NA,NA
"Merrimack Valley Regional Transit Authority","Haverhill","MA","1013","10013","Independent Public Agency or Authority of Transit Service","Full Reporter",4181019,61,"MB","PT",39,NA,0.6087,NA,0.038,NA,120.2094,NA,7.5105,NA,16.0056,NA,3.8973,NA,NA,605582,NA,15923533,NA,994873,NA,132465,NA,4085759,NA,1450213,NA,"No",NA,NA,NA,NA,NA,NA
"City of Appleton, dba: Valley Transit","Appleton","WI","5001","50001","City, County or Local Government Unit or Department of Transportation","Full Reporter",216154,61,"DR","PT",39,NA,4.0334,NA,0.2234,NA,47.8579,NA,2.6505,NA,18.0564,NA,2.102,NA,NA,461166,NA,2064496,NA,114336,NA,43138,NA,982168,NA,929090,NA,"No",NA,NA,NA,NA,NA,NA
"Mayor and City Council Town of Ocean City","Ocean City","MD","3R03-026","3R03-30155","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,61,"DR","DO",3,NA,0.2968,NA,0.0052,NA,50.5321,NA,0.8803,NA,57.4033,NA,0,NA,NA,382,NA,73878,NA,1287,NA,1462,NA,0,NA,11049,NA,"No",NA,NA,NA,NA,NA,NA
"Merrimack Valley Regional Transit Authority","Haverhill","MA","1013","10013","Independent Public Agency or Authority of Transit Service","Full Reporter",4181019,61,"DR","PT",22,NA,1.5366,NA,0.0376,NA,59.4856,NA,1.4566,NA,40.8394,NA,6.2904,NA,NA,71250,NA,1893723,NA,46370,NA,31835,NA,301050,NA,496995,NA,"No",NA,NA,NA,NA,NA,NA
"City of Appleton, dba: Valley Transit","Appleton","WI","5001","50001","City, County or Local Government Unit or Department of Transportation","Full Reporter",216154,61,"MB","DO",21,NA,0.9792,NA,0.0963,NA,95.238,NA,9.3665,NA,10.1679,NA,2.2545,NA,NA,530064,NA,5504087,NA,541320,NA,57793,NA,2441353,NA,876589,NA,"No",NA,NA,NA,NA,NA,NA
"Paducah Transit Authority","Paducah","KY","4R04-012","4R04-41013","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,61,"MB","DO",14,NA,0.6482,NA,0.0658,NA,63.5372,NA,6.4541,NA,9.8444,NA,0,NA,NA,63078,NA,957950,NA,97309,NA,15077,NA,0,NA,207552,NA,"No",NA,NA,NA,NA,NA,NA
"Somerset County, dba: Somerset County Transportation","Somerville","NJ","2209","20209","City, County or Local Government Unit or Department of Transportation","Full Reporter",18351295,61,"MB","DO",10,NA,1.9501,NA,0.0299,NA,127.4865,NA,1.9577,NA,65.1213,NA,5.6103,NA,NA,64497,NA,2153757,NA,33073,NA,16894,NA,383896,NA,312228,NA,"No",NA,NA,NA,NA,NA,NA
"City of Appleton, dba: Valley Transit","Appleton","WI","5001","50001","City, County or Local Government Unit or Department of Transportation","Full Reporter",216154,61,"MB","PT",1,NA,0,NA,0,NA,48.1564,NA,5.9692,NA,8.0675,NA,2.2382,NA,NA,0,NA,21863,NA,2710,NA,454,NA,9768,NA,4222,NA,"No",NA,NA,NA,NA,NA,NA
"Merrimack Valley Regional Transit Authority","Haverhill","MA","1013","10013","Independent Public Agency or Authority of Transit Service","Full Reporter",4181019,61,"CB","PT",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,0,NA,38322,NA,0,NA,0,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA
"Hill Country Transit District","San Saba","TX","6091","60091","Independent Public Agency or Authority of Transit Service","Full Reporter",217630,60,"MB","DO",9,NA,0.5251,NA,0.0386,NA,96.9229,NA,7.1253,NA,13.6027,NA,2.5227,NA,NA,96600,NA,2502549,NA,183975,NA,25820,NA,991993,NA,411326,NA,"No",NA,NA,NA,NA,NA,NA
"Norwalk Transit District","Norwalk","CT","1057","10057","Independent Public Agency or Authority of Transit Service","Full Reporter",923311,60,"DR","PT",8,NA,2.6044,NA,0.0255,NA,225.0585,NA,2.2017,NA,102.2211,NA,23.196,NA,NA,29312,NA,1150499,NA,11255,NA,5112,NA,49599,NA,43343,NA,"No",NA,NA,NA,NA,NA,NA
"Port Authority Transit Corporation","Camden","NJ","2075","20075","Independent Public Agency or Authority of Transit Service","Full Reporter",5441567,60,"HR","DO",60,NA,2.3316,NA,0.159,NA,387.0538,NA,26.4015,NA,14.6603,NA,1.7574,NA,NA,8587611,NA,53995172,NA,3683090,NA,139503,NA,30724668,NA,4334618,NA,"No",NA,NA,NA,NA,NA,NA
"Hill Country Transit District","San Saba","TX","6091","60091","Independent Public Agency or Authority of Transit Service","Full Reporter",217630,60,"DR","DO",51,NA,0.9828,NA,0.0169,NA,93.2429,NA,1.6019,NA,58.2077,NA,7.2157,NA,NA,94334,NA,5587303,NA,95989,NA,59922,NA,774322,NA,671879,NA,"No",NA,NA,NA,NA,NA,NA
"Capital Area Transit System","Baton Rouge","LA","6022","60022","Independent Public Agency or Authority of Transit Service","Full Reporter",594309,60,"MB","DO",44,NA,0.5434,NA,0.0225,NA,141.9175,NA,5.8651,NA,24.1968,NA,4.9173,"Q",NA,603175,NA,26858459,NA,1110001,NA,189254,NA,5462079,"Q",2518045,NA,"Yes",NA,NA,NA,NA,NA,NA
"Norwalk Transit District","Norwalk","CT","1057","10057","Independent Public Agency or Authority of Transit Service","Full Reporter",923311,60,"MB","DO",27,NA,0.7036,NA,0.061,NA,127.9755,NA,11.1014,NA,11.5279,NA,3.1437,NA,NA,565599,NA,9267090,NA,803884,NA,72413,NA,2947803,NA,710786,NA,"No",NA,NA,NA,NA,NA,NA
"Norwalk Transit District","Norwalk","CT","1057","10057","Independent Public Agency or Authority of Transit Service","Full Reporter",923311,60,"DR","DO",25,NA,0.8849,NA,0.0148,NA,92.6642,NA,1.5483,NA,59.8478,NA,14.6724,NA,NA,36854,NA,2492481,NA,41647,NA,26898,NA,169875,NA,189375,NA,"No",NA,NA,NA,NA,NA,NA
"Capital Area Transit System","Baton Rouge","LA","6022","60022","Independent Public Agency or Authority of Transit Service","Full Reporter",594309,60,"DR","PT",16,NA,0.737,NA,0.0147,NA,92.4238,NA,1.8481,NA,50.01,NA,5.6895,NA,NA,38371,NA,2603670,NA,52063,NA,28171,NA,457631,NA,481642,NA,"No",NA,NA,NA,NA,NA,NA
"Rock Island County Metropolitan Mass Transit District","Moline","IL","5057","50057","Independent Public Agency or Authority of Transit Service","Full Reporter",280051,59,"DR","DO",7,NA,0.6392,NA,0.0224,NA,105.8189,NA,3.7089,NA,28.5307,NA,5.5004,NA,NA,17960,NA,801684,NA,28099,NA,7576,NA,145751,NA,92872,NA,"No",NA,NA,NA,NA,NA,NA
"Coastal Regional Commission","Darien","GA","4R03-118","4R03-41112","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,59,"DR","DO",59,NA,1.4838,NA,0.0192,NA,69.7033,NA,0.9041,NA,77.0952,NA,0,NA,NA,69122,NA,3591325,NA,46583,NA,51523,NA,0,NA,798553,NA,"No",NA,NA,NA,NA,NA,NA
"United Community Action Program, Inc.","Pawnee","OK","6R04-009","6R04-60146","Private-Non-Profit Corporation","Rural Reporter",0,59,"DR","DO",59,NA,1.2384,NA,0.0482,NA,28.7508,NA,1.1193,NA,25.6873,NA,0,NA,NA,96897,NA,2009797,NA,78241,NA,69904,NA,0,NA,853491,NA,"No",NA,NA,NA,NA,NA,NA
"Rock Island County Metropolitan Mass Transit District","Moline","IL","5057","50057","Independent Public Agency or Authority of Transit Service","Full Reporter",280051,59,"MB","DO",46,NA,0.3967,NA,0.0348,NA,120.0158,NA,10.5229,NA,11.4052,NA,2.3029,"W",NA,615065,NA,17684452,NA,1550563,NA,147351,NA,7679179,"W",2178489,NA,"Yes",NA,NA,NA,NA,NA,NA
"Rock Island County Metropolitan Mass Transit District","Moline","IL","5057","50057","Independent Public Agency or Authority of Transit Service","Full Reporter",280051,59,"DR","PT",3,NA,1.9142,NA,0.0332,NA,115.7198,NA,2.0047,NA,57.7252,NA,12.4288,NA,NA,22211,NA,669786,NA,11603,NA,5788,NA,53890,NA,82046,NA,"No",NA,NA,NA,NA,NA,NA
"Rock Island County Metropolitan Mass Transit District","Moline","IL","5057","50057","Independent Public Agency or Authority of Transit Service","Full Reporter",280051,59,"FB","PT",3,NA,5.3681,NA,0.3261,NA,255.8328,NA,15.5402,NA,16.4627,NA,2.689,NA,NA,177604,NA,544668,NA,33085,NA,2129,NA,202554,NA,14456,NA,"No",NA,NA,NA,NA,NA,NA
"Rio Metro Regional Transit District","Albuquerque","NM","6111","60111","Independent Public Agency or Authority of Transit Service","Full Reporter",741318,58,"CB","PT",6,NA,0,NA,0,NA,157.9378,NA,0.7449,NA,212.0138,NA,9.3304,NA,NA,0,NA,1654556,NA,7804,NA,10476,NA,177329,NA,239221,NA,"No",NA,NA,NA,NA,NA,NA
"Rolling Plains Management Corporation / SHARP Lines","Crowell","TX","6R05-008","6R05-60143","Other Publicly-Owned or Privately Chartered Corporation","Rural Reporter",0,58,"DR","DO",58,NA,5.7657,NA,0.1684,NA,68.1338,NA,1.9901,NA,34.2368,NA,0,NA,NA,383951,NA,2279894,NA,66592,NA,33462,NA,0,NA,716349,NA,"No",NA,NA,NA,NA,NA,NA
"Rio Metro Regional Transit District","Albuquerque","NM","6111","60111","Independent Public Agency or Authority of Transit Service","Full Reporter",741318,58,"MB","DO",5,NA,0,NA,0,NA,67.2989,NA,0.9034,NA,74.4926,NA,4.7194,NA,NA,0,NA,476678,NA,6399,NA,7083,NA,101005,NA,141089,NA,"No",NA,NA,NA,NA,NA,NA
"Greater Bridgeport Transit Authority","Bridgeport","CT","1050","10050","Independent Public Agency or Authority of Transit Service","Full Reporter",923311,58,"MB","DO",39,NA,0.7887,NA,0.1111,NA,129.4328,NA,18.2291,NA,7.1003,NA,2.2685,NA,NA,2039124,NA,18357070,NA,2585384,NA,141827,NA,8092252,NA,1564462,NA,"No",NA,NA,NA,NA,NA,NA
"Alternativa de Transporte Integrado -ATI","San Juan","PR","4094","40094","State Government Unit or Department of Transportation","Full Reporter",2148346,58,"HR","PT",36,NA,1.4364,NA,0.0182,NA,875.7799,NA,11.0696,NA,79.1161,NA,17.9413,NA,NA,1200869,NA,66143278,NA,836028,NA,75525,NA,3686652,NA,1260506,NA,"No",NA,NA,NA,NA,NA,NA
"Rio Metro Regional Transit District","Albuquerque","NM","6111","60111","Independent Public Agency or Authority of Transit Service","Full Reporter",741318,58,"CR","PT",25,NA,3.2122,NA,0.005,NA,3279.3837,NA,5.1316,NA,639.0524,NA,12.4086,NA,NA,131360,NA,26133409,NA,40894,NA,7969,NA,2106072,NA,305317,NA,"No",NA,NA,NA,NA,NA,NA
"Rio Metro Regional Transit District","Albuquerque","NM","6111","60111","Independent Public Agency or Authority of Transit Service","Full Reporter",741318,58,"DR","DO",22,NA,0,NA,0,NA,169.0628,NA,1.8344,NA,92.164,NA,14.8286,NA,NA,0,NA,2424191,NA,26303,NA,14339,NA,163481,NA,219596,NA,"No",NA,NA,NA,NA,NA,NA
"Alternativa de Transporte Integrado -ATI","San Juan","PR","4094","40094","State Government Unit or Department of Transportation","Full Reporter",2148346,58,"MB","PT",21,NA,0.4894,NA,0.0261,NA,151.3147,NA,8.0615,NA,18.7701,NA,5.2874,NA,NA,200237,NA,7679069,NA,409111,NA,50749,NA,1452344,NA,539514,NA,"No",NA,NA,NA,NA,NA,NA
"Greater Bridgeport Transit Authority","Bridgeport","CT","1050","10050","Independent Public Agency or Authority of Transit Service","Full Reporter",923311,58,"DR","PT",19,NA,2.4344,NA,0.0558,NA,85.1166,NA,1.9505,NA,43.6378,NA,8.2693,NA,NA,145974,NA,2616653,NA,59963,NA,30742,NA,316428,NA,362982,NA,"No",NA,NA,NA,NA,NA,NA
"Alternativa de Transporte Integrado -ATI","San Juan","PR","4094","40094","State Government Unit or Department of Transportation","Full Reporter",2148346,58,"DR","PT",1,NA,0.8571,NA,0.0296,NA,147.9615,NA,5.1154,NA,28.9248,NA,15.4498,NA,NA,114,NA,3847,NA,133,NA,26,NA,249,NA,236,NA,"No",NA,NA,NA,NA,NA,NA
"Licking Valley CAP","Flemingsburg","KY","4R04-009","4R04-40971","Private-Non-Profit Corporation","Rural Reporter",0,57,"DR","DO",57,NA,2.0987,NA,0.0283,NA,31.3634,NA,0.4225,NA,74.2398,NA,0,NA,NA,63869,NA,2259265,NA,30432,NA,72035,NA,0,NA,738922,NA,"No",NA,NA,NA,NA,NA,NA
"Yuma County Intergovernmental Public Transportation Authority","Yuma","AZ","9233","90233","Independent Public Agency or Authority of Transit Service","Full Reporter",135267,57,"DR","PT",5,NA,0.0162,NA,5e-04,NA,75.0518,NA,2.1688,NA,34.6055,NA,4.1066,NA,NA,105,NA,224555,NA,6489,NA,2992,NA,54682,NA,52302,NA,"No",NA,NA,NA,NA,NA,NA
"Transit Joint Powers Authority for Merced County, dba: Merced The Bus","Merced","CA","9173","90173","Independent Public Agency or Authority of Transit Service","Full Reporter",136969,57,"MB","PT",38,NA,1.6301,NA,0.0546,NA,109.9007,NA,3.6842,NA,29.8304,NA,4.6894,NA,NA,543138,NA,9939195,NA,333190,NA,90438,NA,2119503,NA,1391137,NA,"No",NA,NA,NA,NA,NA,NA
"Yuma County Intergovernmental Public Transportation Authority","Yuma","AZ","9233","90233","Independent Public Agency or Authority of Transit Service","Full Reporter",135267,57,"VP","PT",35,NA,6.6051,NA,1.6781,NA,24.4256,"W",6.2054,"W",3.9362,NA,0.133,NA,NA,388277,NA,231384,NA,58784,NA,9473,"W",1739560,NA,415883,NA,"Yes",NA,NA,NA,NA,NA,NA
"Transit Joint Powers Authority for Merced County, dba: Merced The Bus","Merced","CA","9173","90173","Independent Public Agency or Authority of Transit Service","Full Reporter",136969,57,"DR","PT",19,NA,0.9204,NA,0.0141,NA,105.3237,NA,1.6095,NA,65.4382,NA,11.153,NA,NA,26656,NA,1895090,NA,28960,NA,17993,NA,169917,NA,226332,NA,"No",NA,NA,NA,NA,NA,NA
"Yuma County Intergovernmental Public Transportation Authority","Yuma","AZ","9233","90233","Independent Public Agency or Authority of Transit Service","Full Reporter",135267,57,"MB","PT",17,NA,0.1163,NA,0.0054,NA,175.2154,NA,8.1243,NA,21.5668,NA,2.2032,NA,NA,26495,NA,4914968,NA,227895,NA,28051,NA,2230871,NA,607202,NA,"No",NA,NA,NA,NA,NA,NA
"Island Transit","Coupeville","WA","0R03-013","0R03-00298","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,56,"DR","DO",6,NA,0,NA,0,NA,119.2419,NA,2.5936,NA,45.976,NA,0,NA,NA,0,NA,1605115,NA,34912,NA,13461,NA,0,NA,217595,NA,"No",NA,NA,NA,NA,NA,NA
"Fulton County Transit Authority","Fulton","KY","4R04-004","4R04-41179","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,56,"DR","DO",56,NA,3.4809,NA,0.0758,NA,41.2596,NA,0.899,NA,45.8967,NA,0,NA,NA,170806,NA,2252153,NA,49070,NA,54585,NA,0,NA,965559,NA,"No",NA,NA,NA,NA,NA,NA
"South Florida Regional Transportation Authority","Pompano Beach","FL","4077","40077","Independent Public Agency or Authority of Transit Service","Full Reporter",5502379,56,"CR","PT",40,NA,2.2173,NA,0.0443,NA,918.1412,NA,18.3554,NA,50.0203,NA,1.8285,NA,NA,4500152,NA,101521626,NA,2029609,NA,110573,NA,55520824,NA,3243049,NA,"No",NA,NA,NA,NA,NA,NA
"County of Maui","Wailuku","HI","9241","90241","City, County or Local Government Unit or Department of Transportation","Full Reporter",55934,56,"DR","PT",39,NA,0.7304,NA,0.011,NA,141.0037,NA,2.1315,NA,66.1531,NA,8.4051,NA,NA,74311,NA,6730812,NA,101746,NA,47735,NA,800800,NA,747040,NA,"No",NA,NA,NA,NA,NA,NA
"Island Transit","Coupeville","WA","0R03-013","0R03-00298","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,56,"VP","DO",30,NA,2.7461,NA,0.3919,NA,28.6476,NA,4.0878,NA,7.008,NA,0,NA,NA,157091,NA,400895,NA,57205,NA,13994,NA,0,NA,340699,NA,"No",NA,NA,NA,NA,NA,NA
"County of Maui","Wailuku","HI","9241","90241","City, County or Local Government Unit or Department of Transportation","Full Reporter",55934,56,"CB","PT",3,NA,1.4064,NA,0.0738,NA,292.4707,NA,15.3578,NA,19.0438,NA,0.6751,NA,NA,60066,NA,813361,NA,42710,NA,2781,NA,1204849,NA,65947,NA,"No",NA,NA,NA,NA,NA,NA
"Island Transit","Coupeville","WA","0R03-013","0R03-00298","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,56,"MB","DO",20,NA,0,NA,0,NA,163.3303,NA,5.2148,NA,31.3203,NA,0,NA,NA,0,NA,7635857,NA,243799,NA,46751,NA,0,NA,1356173,NA,"No",NA,NA,NA,NA,NA,NA
"South Florida Regional Transportation Authority","Pompano Beach","FL","4077","40077","Independent Public Agency or Authority of Transit Service","Full Reporter",5502379,56,"MB","PT",16,NA,0.3558,NA,0.0544,NA,59.7452,NA,9.1308,NA,6.5433,NA,2.4824,NA,NA,1e+05,NA,1838778,NA,281019,NA,30777,NA,740722,NA,322099,NA,"No",NA,NA,NA,NA,NA,NA
"County of Maui","Wailuku","HI","9241","90241","City, County or Local Government Unit or Department of Transportation","Full Reporter",55934,56,"MB","PT",14,NA,1.1732,NA,0.1371,NA,76.5844,NA,8.9484,NA,8.5585,NA,1.1321,NA,NA,977841,NA,7133457,NA,833497,NA,93145,NA,6301237,NA,1279492,NA,"No",NA,NA,NA,NA,NA,NA
"JAUNT, Inc.","Charlottesville","VA","3045","30045","Other Publicly-Owned or Privately Chartered Corporation","Full Reporter",92359,55,"CB","DO",8,NA,0.0095,NA,2e-04,NA,160.7893,NA,3.3735,NA,47.6627,NA,1.9403,NA,NA,208,NA,1045291,NA,21931,NA,6501,NA,538728,NA,184533,NA,"No",NA,NA,NA,NA,NA,NA
"Hampton Jitney, Inc.","Calverton","NY","2217","20217","Private-For-Profit Corporation","Full Reporter",18351295,55,"CB","DO",55,NA,36.811,NA,1.1313,NA,229.6872,NA,7.0586,NA,32.54,NA,0.3692,NA,NA,17806941,NA,15740920,NA,483740,NA,68532,NA,42639482,NA,2021616,NA,"No",NA,NA,NA,NA,NA,NA
"Ames Transit Agency, dba: CyRide","Ames","IA","7041","70041","City, County or Local Government Unit or Department of Transportation","Full Reporter",60438,55,"MB","DO",55,NA,0.8578,NA,0.1558,NA,84.2616,NA,15.3018,NA,5.5066,NA,3.4203,NA,NA,1592065,NA,10219917,NA,1855926,NA,121288,NA,2988040,NA,1247364,NA,"No",NA,NA,NA,NA,NA,NA
"Northeast Colorado Association of Local Governments","Fort Morgan","CO","8R01-011","8R01-80221","MPO, COG or Other Planning Agency","Rural Reporter",0,55,"DR","DO",51,NA,21.7421,NA,0.4298,NA,62.3554,NA,1.2328,NA,50.5818,NA,0,NA,NA,717273,NA,1668693,NA,32990,NA,26761,NA,0,NA,407457,NA,"No",NA,NA,NA,NA,NA,NA
"JAUNT, Inc.","Charlottesville","VA","3045","30045","Other Publicly-Owned or Privately Chartered Corporation","Full Reporter",92359,55,"DR","DO",47,NA,1.3158,NA,0.0193,NA,142.7926,NA,2.0948,NA,68.1657,NA,9.2934,NA,NA,165840,NA,8591401,NA,126037,NA,60167,NA,924461,NA,916707,NA,"No",NA,NA,NA,NA,NA,NA
"City of Kenosha, dba: Kenosha Area Transit","Kenosha","WI","5003","50003","City, County or Local Government Unit or Department of Transportation","Full Reporter",124064,55,"MB","DO",42,NA,1.3401,NA,0.2252,NA,107.2594,NA,18.0241,NA,5.9509,NA,1.8713,NA,NA,1448403,NA,6431594,NA,1080782,NA,59963,NA,3436886,NA,844411,NA,"No",NA,NA,NA,NA,NA,NA
"Northeast Colorado Association of Local Governments","Fort Morgan","CO","8R01-011","8R01-80221","MPO, COG or Other Planning Agency","Rural Reporter",0,55,"MB","DO",4,NA,0.9499,NA,0.096,NA,43.5266,NA,4.3985,NA,9.8959,NA,0,NA,NA,27652,NA,288059,NA,29109,NA,6618,NA,0,NA,96475,NA,"No",NA,NA,NA,NA,NA,NA
"City of Kenosha, dba: Kenosha Area Transit","Kenosha","WI","5003","50003","City, County or Local Government Unit or Department of Transportation","Full Reporter",124064,55,"SR","DO",3,NA,0.6339,NA,0.0376,NA,143.2364,NA,8.4976,NA,16.856,NA,10.2159,"W",NA,12599,NA,335030,NA,19876,NA,2339,NA,32795,"W",16047,NA,"Yes",NA,NA,NA,NA,NA,NA
"City of Kenosha, dba: Kenosha Area Transit","Kenosha","WI","5003","50003","City, County or Local Government Unit or Department of Transportation","Full Reporter",124064,55,"DR","PT",10,NA,3.4309,NA,0.2018,NA,33.0616,NA,1.9442,NA,17.0052,NA,2.9218,NA,NA,74608,NA,369794,NA,21746,NA,11185,NA,126565,NA,155013,NA,"No",NA,NA,NA,NA,NA,NA
"University of Georgia, dba: University of Georgia Transit System","Athens","GA","4180","40180","University","Full Reporter",128754,54,"MB","DO",54,NA,0,NA,0,NA,99.1683,NA,13.4974,NA,7.3472,NA,5.3406,NA,NA,0,NA,6504645,NA,885319,NA,65592,NA,1217968,NA,634784,NA,"No",NA,NA,NA,NA,NA,NA
"San Bernardino County Transportation Authority","San Bernardino","CA",NA,"90302","MPO, COG or Other Planning Agency","Full Reporter",1932666,54,"VP","PT",54,NA,7.6623,NA,0.9853,NA,25.6677,NA,3.3006,NA,7.7767,NA,0.1922,NA,NA,709086,NA,719672,NA,92542,NA,28038,NA,3744832,NA,1108703,NA,"No",NA,NA,NA,NA,NA,NA
"Greater Roanoke Transit Company","Roanoke","VA","3007","30007","Other Publicly-Owned or Privately Chartered Corporation","Full Reporter",210111,54,"MB","DO",37,NA,1.016,NA,0.1259,NA,71.7861,NA,8.8989,NA,8.0668,NA,1.4155,NA,NA,1053761,NA,8366670,NA,1037170,NA,116550,NA,5910786,NA,1785107,NA,"No",NA,NA,NA,NA,NA,NA
"Saginaw Transit Authority Regional Service","Saginaw","MI","5039","50039","Independent Public Agency or Authority of Transit Service","Full Reporter",126265,54,"DR","DO",28,NA,3.5408,NA,0.0489,NA,191.2737,NA,2.6443,NA,72.335,NA,14.4343,NA,NA,134234,NA,2742291,NA,37911,NA,14337,NA,189984,NA,381017,NA,"No",NA,NA,NA,NA,NA,NA
"Saginaw Transit Authority Regional Service","Saginaw","MI","5039","50039","Independent Public Agency or Authority of Transit Service","Full Reporter",126265,54,"MB","DO",26,NA,2.8355,NA,0.1035,NA,139.5444,NA,5.094,NA,27.3936,NA,3.4944,NA,NA,600855,NA,5804906,NA,211907,NA,41599,NA,1661196,NA,533688,NA,"No",NA,NA,NA,NA,NA,NA
