"Agency","City","State","Legacy NTD ID","NTD ID","Organization Type","Reporter Type","Primary UZA 
 Population","Agency VOMS","Mode","TOS","Mode VOMS","Ratios:","Fare Revenues per Unlinked Passenger Trip","Fare Revenues per Unlinked Passenger Trip Questionable","Fare Revenues per Total Operating Expense (Recovery Ratio)","Fare Revenues per Total Operating Expense (Recovery Ratio) Questionable","Cost per 
 Hour","Cost per Hour Questionable","Passengers per Hour","Passengers per Hour Questionable","Cost per Passenger","Cost per Passenger Questionable","Cost per Passenger Mile","Cost per Passenger Mile Questionable","Source Data:","Fare Revenues Earned","Fare Revenues Earned Questionable","Total Operating Expenses","Total Operating Expenses Questionable","Unlinked Passenger Trips","Unlinked Passenger Trips Questionable","Vehicle Revenue Hours","Vehicle Revenue Hours Questionable","Passenger Miles","Passenger Miles Questionable","Vehicle Revenue Miles","Vehicle Revenue Miles Questionable","Any data questionable?","...40","...41","...42","1","...44","...45"
"Indianapolis and Marion County Public Transportation","Indianapolis","IN","5050","50050","Independent Public Agency or Authority of Transit Service","Full Reporter",1487483,225,"MB","DO",134,NA,0.9644,NA,0.053,NA,148.3987,NA,8.1488,NA,18.2111,NA,3.8761,"W",NA,4559013,NA,86088191,NA,4727232,NA,580114,NA,22209823,"W",7876911,NA,"Yes",NA,NA,NA,NA,NA,NA
"Blue Water Area Transportation Commission, dba: Blue Water Area Transit","Port Huron","MI","5148","50148","Independent Public Agency or Authority of Transit Service","Full Reporter",87106,211,"MB","DO",9,NA,0.3257,NA,0.062,NA,114.2797,NA,21.7477,NA,5.2548,NA,1.6274,NA,NA,167056,NA,2695172,NA,512897,NA,23584,NA,1656171,NA,291807,NA,"No",NA,NA,NA,NA,NA,NA
"Blue Water Area Transportation Commission, dba: Blue Water Area Transit","Port Huron","MI","5148","50148","Independent Public Agency or Authority of Transit Service","Full Reporter",87106,211,"DR","DO",46,NA,4.733,NA,0.1428,NA,111.2319,NA,3.3551,NA,33.1535,NA,4.3465,NA,NA,934103,NA,6543214,NA,197361,NA,58825,NA,1505406,NA,846396,NA,"No",NA,NA,NA,NA,NA,NA
"Blue Water Area Transportation Commission, dba: Blue Water Area Transit","Port Huron","MI","5148","50148","Independent Public Agency or Authority of Transit Service","Full Reporter",87106,211,"CB","DO",3,NA,0.3257,NA,0.0084,NA,120.2554,NA,3.092,NA,38.8923,NA,1.368,NA,NA,2736,NA,326734,NA,8401,NA,2717,NA,238840,NA,77905,NA,"No",NA,NA,NA,NA,NA,NA
"Blue Water Area Transportation Commission, dba: Blue Water Area Transit","Port Huron","MI","5148","50148","Independent Public Agency or Authority of Transit Service","Full Reporter",87106,211,"DR","PT",153,NA,9.0713,NA,0.5703,NA,47.6547,NA,2.9958,NA,15.9069,NA,1.6865,NA,NA,1472491,NA,2582073,NA,162324,NA,54183,NA,1530997,NA,823933,NA,"No",NA,NA,NA,NA,NA,NA
"METRO Regional Transit Authority","Akron","OH","5010","50010","Independent Public Agency or Authority of Transit Service","Full Reporter",569499,210,"DR","DO",71,NA,8.5756,NA,0.0955,NA,160.3875,NA,1.7871,NA,89.7495,NA,15.9275,NA,NA,1050729,NA,10996645,NA,122526,NA,68563,NA,690419,NA,898776,NA,"No",NA,NA,NA,NA,NA,NA
"METRO Regional Transit Authority","Akron","OH","5010","50010","Independent Public Agency or Authority of Transit Service","Full Reporter",569499,210,"DR","PT",22,NA,0.8867,NA,0.0353,NA,43.6868,NA,1.7387,NA,25.1265,NA,4.1817,NA,NA,43286,NA,1226552,NA,48815,NA,28076,NA,293311,NA,442863,NA,"No",NA,NA,NA,NA,NA,NA
"METRO Regional Transit Authority","Akron","OH","5010","50010","Independent Public Agency or Authority of Transit Service","Full Reporter",569499,210,"MB","DO",117,NA,0.6231,NA,0.0492,NA,150.5708,NA,11.8938,NA,12.6596,NA,2.8334,NA,NA,1949348,NA,39604193,NA,3128383,NA,263027,NA,13977760,NA,3363548,NA,"No",NA,NA,NA,NA,NA,NA
"City of Albuquerque, dba: ABQRIDE","Albuquerque","NM","6019","60019","City, County or Local Government Unit or Department of Transportation","Full Reporter",741318,209,"DR","DO",62,NA,1.4917,NA,0.0256,NA,112.263,NA,1.9287,NA,58.2072,NA,5.4156,NA,NA,292956,NA,11431071,NA,196386,NA,101824,NA,2110778,NA,1858025,NA,"No",NA,NA,NA,NA,NA,NA
"City of Albuquerque, dba: ABQRIDE","Albuquerque","NM","6019","60019","City, County or Local Government Unit or Department of Transportation","Full Reporter",741318,209,"RB","DO",16,NA,0.1569,NA,0.025,NA,174.6296,NA,27.873,NA,6.2652,NA,1.5942,NA,NA,129450,NA,5167989,NA,824874,NA,29594,NA,3241755,NA,364674,NA,"No",NA,NA,NA,NA,NA,NA
"City of Albuquerque, dba: ABQRIDE","Albuquerque","NM","6019","60019","City, County or Local Government Unit or Department of Transportation","Full Reporter",741318,209,"MB","DO",131,NA,0.3611,NA,0.0626,NA,116.1042,NA,20.1266,NA,5.7687,NA,1.631,"W",NA,2464623,NA,39368025,NA,6824435,NA,339075,NA,24138025,"W",4508056,NA,"Yes",NA,NA,NA,NA,NA,NA
"Des Moines Area Regional Transit Authority","Des Moines","IA","7010","70010","Independent Public Agency or Authority of Transit Service","Full Reporter",450070,205,"MB","DO",95,NA,1.0941,NA,0.14,NA,126.8241,NA,16.2241,NA,7.817,NA,2.3203,NA,NA,3831889,NA,27378273,NA,3502397,NA,215876,NA,11799210,NA,3021676,NA,"No",NA,NA,NA,NA,NA,NA
"Des Moines Area Regional Transit Authority","Des Moines","IA","7010","70010","Independent Public Agency or Authority of Transit Service","Full Reporter",450070,205,"VP","DO",85,NA,3.5082,NA,0.4901,NA,38.997,NA,5.4483,NA,7.1576,NA,0.1926,NA,NA,585092,NA,1193737,NA,166779,NA,30611,NA,6197708,NA,1384618,NA,"No",NA,NA,NA,NA,NA,NA
"North County Transit District","Oceanside","CA","9030","90030","Independent Public Agency or Authority of Transit Service","Full Reporter",2956746,205,"YR","PT",8,NA,1.1548,NA,0.1016,NA,790.2644,NA,69.5068,NA,11.3696,NA,1.4689,NA,NA,2385873,NA,23490608,NA,2066091,NA,29725,NA,15992023,NA,653158,NA,"No",NA,NA,NA,NA,NA,NA
"North County Transit District","Oceanside","CA","9030","90030","Independent Public Agency or Authority of Transit Service","Full Reporter",2956746,205,"DR","PT",33,NA,5.8445,NA,0.0715,NA,152.9698,NA,1.8706,NA,81.7736,NA,5.0405,NA,NA,680567,NA,9522214,NA,116446,NA,62249,NA,1889141,NA,1078081,NA,"No",NA,NA,NA,NA,NA,NA
"North County Transit District","Oceanside","CA","9030","90030","Independent Public Agency or Authority of Transit Service","Full Reporter",2956746,205,"CR","PT",24,NA,4.371,NA,0.194,NA,567.9557,NA,25.2045,NA,22.5339,NA,0.8522,NA,NA,4126697,NA,21274486,NA,944109,NA,37458,NA,24963395,NA,1186577,NA,"No",NA,NA,NA,NA,NA,NA
"Des Moines Area Regional Transit Authority","Des Moines","IA","7010","70010","Independent Public Agency or Authority of Transit Service","Full Reporter",450070,205,"DR","DO",23,NA,8.5193,NA,0.1884,NA,91.636,NA,2.0263,NA,45.2227,NA,5.4659,NA,NA,666189,NA,3536324,NA,78198,NA,38591,NA,646976,NA,564019,NA,"No",NA,NA,NA,NA,NA,NA
"Des Moines Area Regional Transit Authority","Des Moines","IA","7010","70010","Independent Public Agency or Authority of Transit Service","Full Reporter",450070,205,"DR","TX",2,NA,0.6367,NA,0.0244,NA,99.3724,NA,3.8029,NA,26.1304,NA,3.4323,NA,NA,4116,NA,168933,NA,6465,NA,1700,NA,49218,NA,49038,NA,"No",NA,NA,NA,NA,NA,NA
"North County Transit District","Oceanside","CA","9030","90030","Independent Public Agency or Authority of Transit Service","Full Reporter",2956746,205,"MB","PT",140,NA,1.0534,NA,0.1167,NA,105.6014,NA,11.6963,NA,9.0286,NA,2.098,NA,NA,5441790,NA,46643312,NA,5166163,NA,441692,NA,22231930,NA,5402578,NA,"No",NA,NA,NA,NA,NA,NA
"Central Arkansas Development Council (CADC/SCAT), dba: South Central Arkansas Transit","Benton","AR","6R01-002","6R01-60246","Private-Non-Profit Corporation","Rural Reporter",0,201,"DR","DO",201,NA,2.5806,NA,0.0946,NA,38.8767,NA,1.4248,NA,27.2858,NA,0,NA,NA,962297,NA,10174772,NA,372896,NA,261719,NA,0,NA,4627223,NA,"No",NA,NA,NA,NA,NA,NA
"City of El Paso, dba: Sun Metro","El Paso","TX","6006","60006","City, County or Local Government Unit or Department of Transportation","Full Reporter",803086,200,"DR","PT",61,NA,1.6669,NA,0.0474,NA,69.0587,NA,1.9632,NA,35.1773,NA,4.0517,NA,NA,445720,NA,9406345,NA,267398,NA,136208,NA,2321567,NA,2247917,NA,"No",NA,NA,NA,NA,NA,NA
"City of El Paso, dba: Sun Metro","El Paso","TX","6006","60006","City, County or Local Government Unit or Department of Transportation","Full Reporter",803086,200,"SR","DO",4,NA,0.0187,NA,0.0015,NA,290.4455,NA,22.6926,NA,12.7991,NA,8.2091,NA,NA,3534,NA,2415926,NA,188757,NA,8318,NA,294300,NA,58867,NA,"No",NA,NA,NA,NA,NA,NA
"City of El Paso, dba: Sun Metro","El Paso","TX","6006","60006","City, County or Local Government Unit or Department of Transportation","Full Reporter",803086,200,"MB","DO",135,NA,0.686,NA,0.0764,NA,133.2954,NA,14.8359,NA,8.9847,NA,1.2913,NA,NA,3851569,NA,50444174,NA,5614479,NA,378439,NA,39065074,NA,5231755,NA,"No",NA,NA,NA,NA,NA,NA
"Toledo Area Regional Transit Authority","Toledo","OH","5022","50022","Independent Public Agency or Authority of Transit Service","Full Reporter",507643,199,"DR","DO",50,NA,1.3532,"Q",0.0508,NA,48.251,"Q",1.813,"Q",26.6138,"Q",3.9651,"Q",NA,188659,NA,3710360,NA,139415,"Q",76897,"Q",935752,"Q",944165,"Q","Yes",NA,NA,NA,NA,NA,NA
"Toledo Area Regional Transit Authority","Toledo","OH","5022","50022","Independent Public Agency or Authority of Transit Service","Full Reporter",507643,199,"DR","PT",42,NA,0.3536,"Q",0.0183,NA,22.2099,"Q",1.1513,"Q",19.2904,"Q",2.755,"Q",NA,9282,NA,506430,NA,26253,"Q",22802,"Q",183820,"Q",238723,"Q","Yes",NA,NA,NA,NA,NA,NA
"Toledo Area Regional Transit Authority","Toledo","OH","5022","50022","Independent Public Agency or Authority of Transit Service","Full Reporter",507643,199,"MB","DO",107,NA,1.7307,"Q",0.0741,NA,169.0543,"Q",7.2362,"Q",23.3623,"Q",4.5899,"Q",NA,1733052,NA,23394577,NA,1001383,"Q",138385,"Q",5096939,"Q",1754317,"Q","Yes",NA,NA,NA,NA,NA,NA
"Long Beach Transit","Long Beach","CA","9023","90023","Other Publicly-Owned or Privately Chartered Corporation","Full Reporter",12150996,196,"MB","DO",186,NA,0.553,"W",0.1113,NA,145.9458,NA,29.367,"W",4.9697,"W",1.5816,"W",NA,10151733,NA,91237409,NA,18358682,"W",625146,NA,57686040,"W",6104016,NA,"Yes",NA,NA,NA,NA,NA,NA
"Long Beach Transit","Long Beach","CA","9023","90023","Other Publicly-Owned or Privately Chartered Corporation","Full Reporter",12150996,196,"DR","PT",10,NA,1.6911,NA,0.0451,NA,61.101,NA,1.6303,NA,37.4782,NA,7.9521,NA,NA,49742,NA,1102385,NA,29414,NA,18042,NA,138628,NA,177176,NA,"No",NA,NA,NA,NA,NA,NA
"Southern California Regional Rail Authority, dba: Metrolink","Los Angeles","CA","9151","90151","Independent Public Agency or Authority of Transit Service","Full Reporter",12150996,195,"CR","PT",195,NA,6.744,"W",0.2689,NA,653.4078,NA,26.0574,"W",25.0757,"W",0.7298,"W",NA,63103997,NA,234633500,NA,9357013,"W",359092,NA,321490316,"W",13049429,NA,"Yes",NA,NA,NA,NA,NA,NA
"Greater Dayton Regional Transit Authority","Dayton","OH","5017","50017","Independent Public Agency or Authority of Transit Service","Full Reporter",724091,194,"DR","DO",46,NA,3.4776,NA,0.0418,NA,131.2861,NA,1.5776,NA,83.2164,NA,10.1497,NA,NA,519717,NA,12436602,NA,149449,NA,94729,NA,1225318,NA,1316003,NA,"No",NA,NA,NA,NA,NA,NA
"Greater Dayton Regional Transit Authority","Dayton","OH","5017","50017","Independent Public Agency or Authority of Transit Service","Full Reporter",724091,194,"TB","DO",31,NA,0.6686,NA,0.0841,NA,121.8997,NA,15.3344,NA,7.9494,NA,1.6199,NA,NA,969079,NA,11521475,NA,1449350,NA,94516,NA,7112313,NA,1027204,NA,"No",NA,NA,NA,NA,NA,NA
"Greater Dayton Regional Transit Authority","Dayton","OH","5017","50017","Independent Public Agency or Authority of Transit Service","Full Reporter",724091,194,"MB","DO",117,NA,1.0989,NA,0.1115,NA,130.1183,NA,13.199,NA,9.8582,NA,1.3014,NA,NA,4904015,NA,43993385,NA,4462605,NA,338103,NA,33805776,NA,5222227,NA,"No",NA,NA,NA,NA,NA,NA
"Hillsborough Area Regional Transit Authority","Tampa","FL","4041","40041","Independent Public Agency or Authority of Transit Service","Full Reporter",2441770,193,"DR","DO",56,NA,4.0175,NA,0.1067,NA,56.8066,NA,1.5088,NA,37.6504,NA,4.2049,NA,NA,564500,NA,5290226,NA,140509,NA,93127,NA,1258118,NA,1347846,NA,"No",NA,NA,NA,NA,NA,NA
"Hillsborough Area Regional Transit Authority","Tampa","FL","4041","40041","Independent Public Agency or Authority of Transit Service","Full Reporter",2441770,193,"SR","DO",4,NA,0,NA,0,NA,111.0985,NA,27.0266,NA,4.1107,NA,3.128,NA,NA,0,NA,2385840,NA,580397,NA,21475,NA,762728,NA,113969,NA,"No",NA,NA,NA,NA,NA,NA
"City of Santa Monica, dba: Big Blue Bus","Santa Monica","CA","9008","90008","City, County or Local Government Unit or Department of Transportation","Full Reporter",12150996,193,"DR","TN",29,NA,0.5442,NA,0.0409,NA,82.4011,NA,6.1901,NA,13.3117,NA,8.4714,NA,NA,15981,NA,390911,NA,29366,NA,4744,NA,46145,NA,43090,NA,"No",NA,NA,NA,NA,NA,NA
"City of Santa Monica, dba: Big Blue Bus","Santa Monica","CA","9008","90008","City, County or Local Government Unit or Department of Transportation","Full Reporter",12150996,193,"DR","PT",2,NA,0.5238,NA,0.0096,NA,82.7761,NA,1.5137,NA,54.6842,NA,32.311,NA,NA,2602,NA,271671,NA,4968,NA,3282,NA,8408,NA,17807,NA,"No",NA,NA,NA,NA,NA,NA
"City of Santa Monica, dba: Big Blue Bus","Santa Monica","CA","9008","90008","City, County or Local Government Unit or Department of Transportation","Full Reporter",12150996,193,"MB","DO",162,NA,0.8721,NA,0.1113,NA,161.4494,NA,20.6048,NA,7.8355,NA,2.3457,NA,NA,8970417,NA,80595683,NA,10285930,NA,499201,NA,34359494,NA,4405975,NA,"No",NA,NA,NA,NA,NA,NA
"Hillsborough Area Regional Transit Authority","Tampa","FL","4041","40041","Independent Public Agency or Authority of Transit Service","Full Reporter",2441770,193,"MB","DO",133,NA,0.9951,NA,0.1281,NA,120.3073,NA,15.49,NA,7.7668,NA,1.2888,NA,NA,8265610,NA,64511424,NA,8306062,NA,536222,NA,50056896,NA,6559426,NA,"No",NA,NA,NA,NA,NA,NA
"Penquis Community Action Program","Bangor","ME","1R03-006","10134","Private-Non-Profit Corporation","Reduced Reporter",61210,191,"DR","DO",191,NA,38.4199,NA,0.7868,NA,121.5084,NA,2.4882,NA,48.8333,NA,0,NA,NA,7850756,NA,9978636,NA,204341,NA,82123,NA,0,NA,3470894,NA,"No",NA,NA,NA,NA,NA,NA
"Academy Lines, Inc.","Hoboken","NJ","2122","20122","Private-For-Profit Corporation","Full Reporter",18351295,190,"CB","DO",190,NA,27.0437,NA,1.1455,NA,214.7631,NA,9.0964,NA,23.6096,NA,0.4496,NA,NA,23613854,NA,20615326,NA,873175,NA,95991,NA,45848586,NA,3354204,NA,"No",NA,NA,NA,NA,NA,NA
"KI BOIS Community Action Foundation, Inc., dba: KI BOIS Area Transit System","Stigler","OK","6R04-010","6R04-60172","Private-Non-Profit Corporation","Rural Reporter",0,190,"DR","DO",190,NA,0.4273,NA,0.0258,NA,33.5712,NA,2.0309,NA,16.53,NA,0,NA,NA,228946,NA,8856722,NA,535797,NA,263819,NA,0,NA,3767645,NA,"No",NA,NA,NA,NA,NA,NA
"Capital Area Transportation Authority","Lansing","MI","5036","50036","Independent Public Agency or Authority of Transit Service","Full Reporter",313532,183,"MB","DO",87,NA,0.5605,NA,0.0995,NA,167.7661,NA,29.791,NA,5.6314,NA,1.9854,NA,NA,3910133,NA,39282771,NA,6975625,NA,234152,NA,19785980,NA,2951545,NA,"No",NA,NA,NA,NA,NA,NA
"Capital Area Transportation Authority","Lansing","MI","5036","50036","Independent Public Agency or Authority of Transit Service","Full Reporter",313532,183,"DR","PT",62,NA,0.5217,NA,0.01,NA,101.7152,NA,1.9463,NA,52.2605,NA,6.6793,NA,NA,116535,NA,11674054,NA,223382,NA,114772,NA,1747784,NA,1750603,NA,"No",NA,NA,NA,NA,NA,NA
"New Orleans Regional Transit Authority","New Orleans","LA","6032","60032","Independent Public Agency or Authority of Transit Service","Full Reporter",899703,183,"DR","PT",44,NA,1.6141,NA,0.0164,NA,146.2994,NA,1.4833,NA,98.628,NA,13.6406,NA,NA,217435,NA,13286471,NA,134713,NA,90817,NA,974040,NA,794364,NA,"No",NA,NA,NA,NA,NA,NA
"Capital Area Transportation Authority","Lansing","MI","5036","50036","Independent Public Agency or Authority of Transit Service","Full Reporter",313532,183,"DR","DO",34,NA,4.0609,NA,0.0627,NA,139.9629,NA,2.1594,NA,64.8153,NA,10.9587,NA,NA,436719,NA,6970433,NA,107543,NA,49802,NA,636062,NA,620630,NA,"No",NA,NA,NA,NA,NA,NA
"New Orleans Regional Transit Authority","New Orleans","LA","6032","60032","Independent Public Agency or Authority of Transit Service","Full Reporter",899703,183,"SR","PT",27,NA,0.7618,NA,0.051,NA,188.1778,NA,12.6019,NA,14.9325,NA,6.4088,NA,NA,1536233,NA,30111837,NA,2016527,NA,160018,NA,4698508,NA,923255,NA,"No",NA,NA,NA,NA,NA,NA
"New Orleans Regional Transit Authority","New Orleans","LA","6032","60032","Independent Public Agency or Authority of Transit Service","Full Reporter",899703,183,"FB","PT",2,NA,1.344,NA,0.0489,NA,1476.7866,NA,53.6809,NA,27.5104,NA,55.0207,NA,NA,538854,NA,11030119,NA,400943,NA,7469,NA,200472,NA,14938,NA,"No",NA,NA,NA,NA,NA,NA
"New Orleans Regional Transit Authority","New Orleans","LA","6032","60032","Independent Public Agency or Authority of Transit Service","Full Reporter",899703,183,"MB","PT",110,NA,1.034,NA,0.0778,NA,149.9699,NA,11.2833,NA,13.2913,NA,3.5634,NA,NA,5044656,NA,64843095,NA,4878597,NA,432374,NA,18197167,NA,5311215,NA,"No",NA,NA,NA,NA,NA,NA
"South Central Transit Authority","Lancaster","PA",NA,"30202","Independent Public Agency or Authority of Transit Service","Full Reporter",402004,182,"MB","DO",75,NA,0.9145,NA,0.1724,NA,85.078,NA,16.0414,NA,5.3037,NA,1.2017,NA,NA,3518139,NA,20404182,NA,3847195,NA,239829,NA,16979111,NA,3061992,NA,"No",NA,NA,NA,NA,NA,NA
"South Central Transit Authority","Lancaster","PA",NA,"30202","Independent Public Agency or Authority of Transit Service","Full Reporter",402004,182,"DR","PT",72,NA,8.2268,NA,0.3032,NA,58.134,NA,2.1425,NA,27.1332,NA,2.379,NA,NA,2135423,NA,7042932,NA,259569,NA,121150,NA,2960415,NA,1928371,NA,"No",NA,NA,NA,NA,NA,NA
"Clark County Public Transportation Benefit Area Authority","Vancouver","WA","24","24","Independent Public Agency or Authority of Transit Service","Full Reporter",1849898,182,"DR","DO",53,NA,2.1693,NA,0.0217,NA,251.0614,NA,2.5062,NA,100.1756,NA,14.083,NA,NA,244101,NA,11272156,NA,112524,NA,44898,NA,800411,NA,787854,NA,"No",NA,NA,NA,NA,NA,NA
"South Central Transit Authority","Lancaster","PA",NA,"30202","Independent Public Agency or Authority of Transit Service","Full Reporter",402004,182,"DR","DO",35,NA,4.7444,NA,0.1819,NA,85.9273,NA,3.2944,NA,26.083,NA,4.114,NA,NA,690760,NA,3797559,NA,145595,NA,44195,NA,923075,NA,607158,NA,"No",NA,NA,NA,NA,NA,NA
"Clark County Public Transportation Benefit Area Authority","Vancouver","WA","24","24","Independent Public Agency or Authority of Transit Service","Full Reporter",1849898,182,"VP","DO",23,NA,4.9247,NA,0.2689,NA,72.5373,NA,3.96,NA,18.3177,NA,0.714,NA,NA,113968,NA,423908,NA,23142,NA,5844,NA,593669,NA,173191,NA,"No",NA,NA,NA,NA,NA,NA
"Clark County Public Transportation Benefit Area Authority","Vancouver","WA","24","24","Independent Public Agency or Authority of Transit Service","Full Reporter",1849898,182,"MB","DO",106,NA,0.8642,NA,0.0731,NA,161.0193,NA,13.6246,NA,11.8183,NA,2.3794,NA,NA,3194904,NA,43689540,NA,3696783,NA,271331,NA,18361933,NA,3786542,NA,"No",NA,NA,NA,NA,NA,NA
"Tampa Bay Area Regional Transit Authority","Tampa","FL","4200","40200","Independent Public Agency or Authority of Transit Service","Full Reporter",2441770,172,"VP","PT",172,NA,7.1057,NA,0.8743,NA,28.7178,NA,3.5334,NA,8.1275,NA,0.2641,NA,NA,1787683,NA,2044735,NA,251583,NA,71201,NA,7742625,NA,2254065,NA,"No",NA,NA,NA,NA,NA,NA
"County of Volusia, dba: VOTRAN","Daytona Beach","FL","4032","40032","City, County or Local Government Unit or Department of Transportation","Full Reporter",349064,170,"DR","DO",71,NA,2.7215,NA,0.0623,NA,73.3173,NA,1.6796,NA,43.6509,NA,4.7566,NA,NA,424633,NA,6810888,NA,156031,NA,92896,NA,1431893,NA,1362948,NA,"No",NA,NA,NA,NA,NA,NA
"County of Volusia, dba: VOTRAN","Daytona Beach","FL","4032","40032","City, County or Local Government Unit or Department of Transportation","Full Reporter",349064,170,"MB","DO",66,NA,0.7412,NA,0.1046,NA,84.1908,NA,11.8805,NA,7.0865,NA,1.6873,NA,NA,1817471,NA,17375546,NA,2451928,NA,206383,NA,10298098,NA,3153274,NA,"No",NA,NA,NA,NA,NA,NA
"County of Volusia, dba: VOTRAN","Daytona Beach","FL","4032","40032","City, County or Local Government Unit or Department of Transportation","Full Reporter",349064,170,"DR","TX",6,NA,2.113,NA,0.0769,NA,47.7462,NA,1.7382,NA,27.4692,NA,2.6463,NA,NA,26863,NA,349216,NA,12713,NA,7314,NA,131963,NA,97017,NA,"No",NA,NA,NA,NA,NA,NA
"County of Volusia, dba: VOTRAN","Daytona Beach","FL","4032","40032","City, County or Local Government Unit or Department of Transportation","Full Reporter",349064,170,"DR","PT",16,NA,2.1721,NA,0.0875,NA,49.9545,NA,2.0121,NA,24.8266,NA,3.8187,NA,NA,123542,NA,1412063,NA,56877,NA,28267,NA,369773,NA,375490,NA,"No",NA,NA,NA,NA,NA,NA
"County of Volusia, dba: VOTRAN","Daytona Beach","FL","4032","40032","City, County or Local Government Unit or Department of Transportation","Full Reporter",349064,170,"VP","PT",11,NA,5.6177,NA,0.6886,NA,30.0484,NA,3.6833,NA,8.158,NA,0.1705,NA,NA,79518,NA,115476,NA,14155,NA,3843,NA,677099,NA,173715,NA,"No",NA,NA,NA,NA,NA,NA
"Metropolitan Transportation Commission","San Francisco","CA",NA,"90094","MPO, COG or Other Planning Agency","Full Reporter",3281212,168,"VP","PT",168,NA,5.3696,NA,1.227,NA,27.2749,NA,6.2326,NA,4.3762,NA,0.1156,NA,NA,2253160,NA,1836307,NA,419614,NA,67326,NA,15889093,NA,2434149,NA,"No",NA,NA,NA,NA,NA,NA
"Southeast Missouri Transportation, Inc.","Fredericktown","MO","7R03-029","7R03-70091","Private-Non-Profit Corporation","Rural Reporter",0,167,"DR","DO",167,NA,0.1589,NA,0.0082,NA,37.5325,NA,1.9332,NA,19.4143,NA,0,NA,NA,53260,NA,6505959,NA,335111,NA,173342,NA,0,NA,2888238,NA,"No",NA,NA,NA,NA,NA,NA
"Municipality of Anchorage, dba: Public Transportation Department","Anchorage","AK","12","12","City, County or Local Government Unit or Department of Transportation","Full Reporter",251243,162,"VP","PT",80,NA,7.5035,NA,0.8566,NA,43.4075,"W",4.9552,"W",8.7599,NA,0.2166,NA,NA,1096078,NA,1279609,NA,146075,NA,29479,"W",5906839,NA,1273666,NA,"Yes",NA,NA,NA,NA,NA,NA
"Westmoreland County, dba: Westmoreland Transit","Greensburg","PA","3044","30044","City, County or Local Government Unit or Department of Transportation","Full Reporter",1733853,162,"DR","TX",51,NA,1.7041,NA,0.0637,NA,55.2616,NA,2.0672,NA,26.7328,NA,2.2502,NA,NA,163182,NA,2559827,NA,95756,NA,46322,NA,1137605,NA,886873,NA,"No",NA,NA,NA,NA,NA,NA
"Westmoreland County, dba: Westmoreland Transit","Greensburg","PA","3044","30044","City, County or Local Government Unit or Department of Transportation","Full Reporter",1733853,162,"DR","DO",49,NA,1.9316,NA,0.0594,NA,68.0578,NA,2.0926,NA,32.5231,NA,2.7829,NA,NA,125887,NA,2119659,NA,65174,NA,31145,NA,761685,NA,612361,NA,"No",NA,NA,NA,NA,NA,NA
"Municipality of Anchorage, dba: Public Transportation Department","Anchorage","AK","12","12","City, County or Local Government Unit or Department of Transportation","Full Reporter",251243,162,"MB","DO",45,NA,1.1272,"W",0.0739,NA,169.2315,NA,11.0907,"W",15.2588,"W",3.3724,"W",NA,1927599,NA,26094821,NA,1710144,"W",154196,NA,7737765,"W",1864094,NA,"Yes",NA,NA,NA,NA,NA,NA
"Municipality of Anchorage, dba: Public Transportation Department","Anchorage","AK","12","12","City, County or Local Government Unit or Department of Transportation","Full Reporter",251243,162,"DR","PT",37,NA,1.6585,NA,0.0235,NA,119.1736,NA,1.6884,NA,70.585,NA,12.948,NA,NA,129368,NA,5505703,NA,78001,NA,46199,NA,425216,NA,524335,NA,"No",NA,NA,NA,NA,NA,NA
"Westmoreland County, dba: Westmoreland Transit","Greensburg","PA","3044","30044","City, County or Local Government Unit or Department of Transportation","Full Reporter",1733853,162,"MB","DO",31,NA,2.41,NA,0.0888,NA,145.8686,NA,5.3727,NA,27.1499,NA,1.9702,NA,NA,249741,NA,2813514,NA,103629,NA,19288,NA,1428008,NA,370016,NA,"No",NA,NA,NA,NA,NA,NA
"Westmoreland County, dba: Westmoreland Transit","Greensburg","PA","3044","30044","City, County or Local Government Unit or Department of Transportation","Full Reporter",1733853,162,"MB","PT",31,NA,3.1619,NA,0.2106,NA,123.711,NA,8.2397,NA,15.014,NA,1.0895,NA,NA,596306,NA,2831497,NA,188591,NA,22888,NA,2598784,NA,466867,NA,"No",NA,NA,NA,NA,NA,NA
"City of Gainesville, FL, dba: Regional Transit System","Gainesville","FL","4030","40030","City, County or Local Government Unit or Department of Transportation","Full Reporter",187781,161,"DR","PT",35,NA,1.8502,NA,0.0459,NA,59.0796,NA,1.4648,NA,40.3331,NA,4.4074,NA,NA,76974,NA,1677980,NA,41603,NA,28402,NA,380719,NA,462078,NA,"No",NA,NA,NA,NA,NA,NA
"Rural Transit Enterprises Coordinated, Inc.","Mount Vernon","KY","4R04-019","4R04-40941","Private-Non-Profit Corporation","Rural Reporter",0,161,"MB","DO",2,NA,1.5335,NA,0.0521,NA,15.7911,NA,0.5365,NA,29.4313,NA,0,NA,NA,1351,NA,25929,NA,881,NA,1642,NA,0,NA,22822,NA,"No",NA,NA,NA,NA,NA,NA
"Hudson Transit Lines, Inc., dba: Short Line","Mahwah","NJ","2126","20126","Private-For-Profit Corporation","Full Reporter",18351295,161,"CB","DO",161,NA,11.0591,NA,0.4623,NA,329.7748,NA,13.7848,NA,23.9231,NA,0.5256,"Q",NA,11266651,NA,24372007,NA,1018765,NA,73905,NA,46367803,"Q",3369249,NA,"Yes",NA,NA,NA,NA,NA,NA
