"Name","City","State","Legacy NTD ID","NTD ID","Organization Type","NTD Reporter Type","Primary UZA Population","Agency VOMS","Mode","Type of Service","Mode VOMS","Mode VOMS Questionable","Max Trains in Operation","Max Trains in Operation Questionable","Average Speed (mi/hr)","Average Speed (mi/hr) Questionable","Average Passenger Trip Length (mi)","Average Passenger Trip Length (mi) Questionable","Passengers per Hour","Passengers per Hour Questionable","Scheduled Vehicle Revenue Miles","Scheduled Vehicle Revenue Miles Questionable","Vehicle Miles","Vehicle Miles Questionable","Vehicle Revenue Miles","Vehicle Revenue Miles Questionable","Deadhead Miles","Deadhead Miles Questionable","Vehicle Hours","Vehicle Hours Questionable","Vehicle  
Revenue  
Hours","Vehicle Revenue Hours Questionable","Deadhead Hours","Deadhead Hours Questionable","Train Miles","Train Miles Questionable","Train  
Revenue 
Miles","Train Revenue Miles Questionable","Train Hours","Train Hours Questionable","Train  
Revenue  
Hours","Train Revenue Hours Questionable","Unlinked Passenger Trips","Unlinked Passenger Trips Questionable","Passenger Miles","Passenger Miles Questionable","Directional Route Miles","Directional Route Miles Questionable","Any data questionable","...51","...52","...53","...54","...55","...56","...57","1","...59","...60","...61","...62","...63","...64"
"Piedmont Authority for Regional Transportation","Greensboro","NC","4173","40173","Independent Public Agency or Authority of Transit Service","Full Reporter",311810,79,"VP","DO",53,NA,0,NA,48.0585,NA,50.5873,NA,8.6123,NA,0,NA,1455260,NA,1455260,NA,0,NA,30281,NA,30281,NA,0,NA,0,NA,0,NA,0,NA,0,NA,260790,NA,13192660,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lowell Regional Transit Authority","Lowell","MA","1005","10005","Independent Public Agency or Authority of Transit Service","Full Reporter",4181019,79,"DR","DO",19,NA,0,NA,9.9067,NA,5.83,NA,2.5655,NA,0,NA,257546,NA,228071,NA,29475,NA,24887,NA,23022,NA,1865,NA,0,NA,0,NA,0,NA,0,NA,59063,NA,344337,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Piedmont Authority for Regional Transportation","Greensboro","NC","4173","40173","Independent Public Agency or Authority of Transit Service","Full Reporter",311810,79,"CB","PT",26,NA,0,NA,24.146,NA,13.2011,NA,10.3869,NA,995673,NA,1279017,NA,992739,NA,286278,NA,47898,NA,41114,NA,6784,NA,0,NA,0,NA,0,NA,0,NA,427049,NA,5637513,NA,810,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lowell Regional Transit Authority","Lowell","MA","1005","10005","Independent Public Agency or Authority of Transit Service","Full Reporter",4181019,79,"MB","PT",42,NA,0,NA,14.6763,NA,4.83,NA,15.6555,NA,1339010,NA,1380041,NA,1336470,NA,43571,NA,94404,NA,91063,NA,3341,NA,0,NA,0,NA,0,NA,0,NA,1425640,NA,6885841,NA,266,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lowell Regional Transit Authority","Lowell","MA","1005","10005","Independent Public Agency or Authority of Transit Service","Full Reporter",4181019,79,"DR","PT",18,NA,0,NA,12.648,NA,5.14,NA,1.5886,NA,0,NA,458058,NA,436722,NA,21336,NA,35650,NA,34529,NA,1121,NA,0,NA,0,NA,0,NA,0,NA,54853,NA,281944,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"StarTran","Lincoln","NE","7001","70001","City, County or Local Government Unit or Department of Transportation","Full Reporter",258719,78,"MB","DO",56,NA,0,NA,13.4129,NA,2.974,NA,17.6118,NA,1761308,NA,1842399,NA,1762093,NA,80306,NA,137114,NA,131373,NA,5741,NA,0,NA,0,NA,0,NA,0,NA,2313717,NA,6880994,NA,378.2,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"County of Maui - Dept. of Transportation","Wailuku","HI","9241","90241","City, County or Local Government Unit or Department of Transportation","Full Reporter",55934,78,"CB","PT",7,NA,0,NA,20.976,NA,28.2138,NA,21.2607,NA,181120,NA,318697,NA,178443,NA,140254,NA,16329,NA,8507,NA,7822,NA,0,NA,0,NA,0,NA,0,NA,180865,NA,5102896,NA,316.7,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"StarTran","Lincoln","NE","7001","70001","City, County or Local Government Unit or Department of Transportation","Full Reporter",258719,78,"DT","PT",13,NA,0,NA,21.3424,NA,5.7851,NA,3.7526,NA,0,NA,0,NA,134308,NA,0,NA,0,NA,6293,NA,0,NA,0,NA,0,NA,0,NA,0,NA,23615,NA,136614,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"County of Maui - Dept. of Transportation","Wailuku","HI","9241","90241","City, County or Local Government Unit or Department of Transportation","Full Reporter",55934,78,"MB","PT",13,NA,0,NA,16.2482,NA,7.558,NA,22.3062,NA,1404905,NA,1424305,NA,1368747,NA,55558,NA,90891,NA,84240,NA,6651,NA,0,NA,0,NA,0,NA,0,NA,1879072,NA,14202090,NA,421.7,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"The Eastern Contra Costa Transit Authority","Antioch","CA","9162","90162","Independent Public Agency or Authority of Transit Service","Full Reporter",277634,78,"MB","PT",52,NA,0,NA,14.0091,NA,7.2259,NA,16.1282,NA,2075701,NA,2386708,NA,2036876,NA,349832,NA,162503,NA,145397,NA,17106,NA,0,NA,0,NA,0,NA,0,NA,2344985,NA,16944717,NA,455.96,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"StarTran","Lincoln","NE","7001","70001","City, County or Local Government Unit or Department of Transportation","Full Reporter",258719,78,"DR","DO",9,NA,0,NA,10.8643,NA,4.7255,NA,1.7954,NA,0,NA,283098,NA,250041,NA,33057,NA,24309,NA,23015,NA,1294,NA,0,NA,0,NA,0,NA,0,NA,41320,NA,195259,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Port Authority Transit Corporation","Lindenwold","NJ","2075","20075","Independent Public Agency or Authority of Transit Service","Full Reporter",5441567,78,"HR","DO",78,NA,12,NA,31.0735,NA,8.9447,NA,76.9328,NA,4424684,NA,4648649,NA,4377946,NA,270703,NA,160298,NA,140890,NA,19408,NA,994648,NA,946703,NA,34298,NA,32645,NA,10839059,NA,96952223,NA,31.5,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"County of Maui - Dept. of Transportation","Wailuku","HI","9241","90241","City, County or Local Government Unit or Department of Transportation","Full Reporter",55934,78,"DR","PT",58,NA,0,NA,16.7456,NA,7.2493,NA,4.2127,NA,0,NA,1523103,NA,1330569,NA,192534,NA,100971,NA,79458,NA,21513,NA,0,NA,0,NA,0,NA,0,NA,334732,NA,2426588,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"The Eastern Contra Costa Transit Authority","Antioch","CA","9162","90162","Independent Public Agency or Authority of Transit Service","Full Reporter",277634,78,"DR","PT",26,NA,0,NA,14.292,NA,5.9979,NA,2.5377,NA,0,NA,897466,NA,751328,NA,146138,NA,62067,NA,52570,NA,9497,NA,0,NA,0,NA,0,NA,0,NA,133406,NA,800161,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Charleston Area Regional Transportation Authority","Charleston","SC","4110","40110","Independent Public Agency or Authority of Transit Service","Full Reporter",548404,77,"MB","PT",49,NA,0,NA,12.7583,NA,4.66,NA,18.5096,NA,2336747,NA,2544432,NA,2335799,NA,208633,NA,191579,NA,183081,NA,8498,NA,0,NA,0,NA,0,NA,0,NA,3388759,NA,15791617,NA,415.4,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Heart of Iowa Regional Transit Agency","Des Moines","IA","7R01-011","7R01-70066","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,77,"DR","DO",52,NA,0,NA,14.097,NA,0,NA,3.3587,NA,0,NA,0,NA,796213,NA,0,NA,0,NA,56481,NA,0,NA,0,NA,0,NA,0,NA,0,NA,189701,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bluegrass Community Action Agency","Frankfort","KY","4R04-001","4R04-40948","Private-Non-Profit Corporation","Rural Reporter",0,77,"MB","DO",5,NA,0,NA,6.3048,NA,0,NA,0.3939,NA,0,NA,0,NA,63338,NA,0,NA,0,NA,10046,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3957,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Charleston Area Regional Transportation Authority","Charleston","SC","4110","40110","Independent Public Agency or Authority of Transit Service","Full Reporter",548404,77,"DR","PT",20,NA,0,NA,13.9532,NA,8.9649,NA,1.8087,NA,0,NA,628504,NA,549867,NA,78637,NA,43850,NA,39408,NA,4442,NA,0,NA,0,NA,0,NA,0,NA,71279,NA,639007,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bluegrass Community Action Agency","Frankfort","KY","4R04-001","4R04-40948","Private-Non-Profit Corporation","Rural Reporter",0,77,"DR","DO",72,NA,0,NA,15.3552,NA,0,NA,1.4289,NA,0,NA,0,NA,2450627,NA,0,NA,0,NA,159596,NA,0,NA,0,NA,0,NA,0,NA,0,NA,228050,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kentuckiana Regional Planning and Development Agency","Louisville","KY","4196","40196","MPO, COG or Other Planning Agency","Full Reporter",972546,77,"VP","DO",77,NA,0,NA,43.9569,NA,36.3847,NA,6.2964,NA,0,NA,1351587,NA,1351587,NA,0,NA,30748,NA,30748,NA,0,NA,0,NA,0,NA,0,NA,0,NA,193603,NA,7044187,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Charleston Area Regional Transportation Authority","Charleston","SC","4110","40110","Independent Public Agency or Authority of Transit Service","Full Reporter",548404,77,"CB","PT",8,NA,0,NA,23.6253,NA,15.069,NA,24.3603,NA,197412,NA,256291,NA,197153,NA,59138,NA,10565,NA,8345,NA,2220,NA,0,NA,0,NA,0,NA,0,NA,203287,NA,3063332,NA,60.9,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"First Tennessee Human Resource Agency","Johnson City","TN","4R08-001","40950","Independent Public Agency or Authority of Transit Service","Reduced Reporter",120415,77,"DR","DO",77,NA,0,NA,21.0502,NA,0,NA,1.2598,NA,0,NA,0,NA,2885331,NA,0,NA,0,NA,137069,NA,0,NA,0,NA,0,NA,0,NA,0,NA,172679,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Heart of Iowa Regional Transit Agency","Des Moines","IA","7R01-011","7R01-70066","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,77,"DR","PT",25,NA,0,NA,13.6354,NA,0,NA,2.8445,NA,0,NA,0,NA,511899,NA,0,NA,0,NA,37542,NA,0,NA,0,NA,0,NA,0,NA,0,NA,106789,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of Appleton - Valley Transit","Appleton","WI","5001","50001","City, County or Local Government Unit or Department of Transportation","Full Reporter",216154,76,"MB","DO",21,NA,0,NA,15.1397,NA,4.5211,NA,16.158,NA,901400,NA,941888,NA,900996,NA,40892,NA,65173,NA,59512,NA,5661,NA,0,NA,0,NA,0,NA,0,NA,961596,NA,4347479,NA,181,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of Appleton - Valley Transit","Appleton","WI","5001","50001","City, County or Local Government Unit or Department of Transportation","Full Reporter",216154,76,"DR","PT",43,NA,0,NA,21.3379,NA,9.087,NA,3.9881,NA,0,NA,951560,NA,842205,NA,109355,NA,44522,NA,39470,NA,5052,NA,0,NA,0,NA,0,NA,0,NA,157412,NA,1430403,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of Appleton - Valley Transit","Appleton","WI","5001","50001","City, County or Local Government Unit or Department of Transportation","Full Reporter",216154,76,"MB","PT",12,NA,0,NA,20.7108,NA,12.8985,NA,3.6251,NA,159632,NA,270369,NA,158976,NA,111393,NA,12654,NA,7676,NA,4978,NA,0,NA,0,NA,0,NA,0,NA,27826,NA,358914,NA,630,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazos Transit District","Bryan","TX","6059","60059","Independent Public Agency or Authority of Transit Service","Full Reporter",171345,75,"MB","DO",27,NA,0,NA,16.9782,NA,6.39,NA,8.4667,NA,845624,NA,841587,NA,816601,NA,24986,NA,49116,NA,48097,NA,1019,NA,0,NA,0,NA,0,NA,0,NA,407223,NA,2602155,NA,289.9,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chittenden County Transportation Authority","Burlington","VT","1066","10066","Independent Public Agency or Authority of Transit Service","Full Reporter",108740,75,"MB","DO",40,NA,0,NA,11.7682,NA,2.6633,NA,22.6399,NA,1085862,NA,1228670,NA,1085182,NA,143488,NA,103278,NA,92213,NA,11065,NA,0,NA,0,NA,0,NA,0,NA,2087693,NA,5560110,NA,146.1,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Knoxville Area Transit","Knoxville","TN","4002","40002","City, County or Local Government Unit or Department of Transportation","Full Reporter",558696,75,"MB","DO",55,NA,0,NA,12.5256,NA,2.958,NA,13.091,NA,2548166,NA,2729696,NA,2542387,NA,187309,NA,210176,NA,202975,NA,7201,NA,0,NA,0,NA,0,NA,0,NA,2657150,NA,7859903,NA,306.6,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazos Transit District","Bryan","TX","6059","60059","Independent Public Agency or Authority of Transit Service","Full Reporter",171345,75,"DR","DO",48,NA,0,NA,24.2891,NA,15.4803,NA,1.7042,NA,0,NA,1184333,NA,907442,NA,276891,NA,47158,NA,37360,NA,9798,NA,0,NA,0,NA,0,NA,0,NA,63668,NA,985602,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chittenden County Transportation Authority","Burlington","VT","1066","10066","Independent Public Agency or Authority of Transit Service","Full Reporter",108740,75,"DR","PT",21,NA,0,NA,12.5186,NA,6.5135,NA,2.1026,NA,0,NA,344811,NA,290832,NA,53979,NA,29060,NA,23232,NA,5828,NA,0,NA,0,NA,0,NA,0,NA,48848,NA,318173,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Knoxville Area Transit","Knoxville","TN","4002","40002","City, County or Local Government Unit or Department of Transportation","Full Reporter",558696,75,"DR","DO",20,NA,0,NA,13.697,NA,8.3171,NA,2.0731,NA,0,NA,438890,NA,360095,NA,78795,NA,34581,NA,26290,NA,8291,NA,0,NA,0,NA,0,NA,0,NA,54502,NA,453298,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chittenden County Transportation Authority","Burlington","VT","1066","10066","Independent Public Agency or Authority of Transit Service","Full Reporter",108740,75,"CB","DO",14,NA,0,NA,28.4681,NA,23.794,NA,9.5629,NA,544188,NA,616171,NA,543229,NA,72942,NA,22708,NA,19082,NA,3626,NA,0,NA,0,NA,0,NA,0,NA,182479,NA,4341905,NA,365.3,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Capital Area Transit System","Baton Rouge","LA","6022","60022","Independent Public Agency or Authority of Transit Service","Full Reporter",594309,74,"MB","DO",56,NA,0,NA,13.2792,NA,3.9361,NA,14.8454,NA,3368595,NA,3541165,NA,3335066,NA,206099,NA,263083,NA,251150,NA,11933,NA,0,NA,0,NA,0,NA,0,NA,3728427,NA,14675572,NA,355,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Audubon Area Community Services, Inc.","Owensboro","KY","4R04-020","41105","Private-Non-Profit Corporation","Full Reporter",70543,74,"DR","DO",74,NA,0,NA,11.1258,NA,9.4117,NA,1.1096,NA,0,NA,2141921,NA,2118438,NA,23483,NA,205917,NA,190407,NA,15510,NA,0,NA,0,NA,0,NA,0,NA,211269,NA,1988410,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STAR Transit","Terrell","TX","6114","60114","City, County or Local Government Unit or Department of Transportation","Full Reporter",5121892,74,"MB","DO",2,NA,0,NA,11.8098,NA,2.89,NA,1.7517,NA,57272,NA,40971,NA,38996,NA,1975,NA,3683,NA,3302,NA,381,NA,0,NA,0,NA,0,NA,0,NA,5784,NA,16716,NA,29.6,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Southeastern Regional Transit Authority","New Bedford","MA","1006","10006","Independent Public Agency or Authority of Transit Service","Full Reporter",149443,74,"DR","PT",22,NA,0,NA,14.4159,NA,5.8845,NA,1.9511,NA,0,NA,545400,NA,488109,NA,57291,NA,36669,NA,33859,NA,2810,NA,0,NA,0,NA,0,NA,0,NA,66061,NA,388733,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Capital Area Transit System","Baton Rouge","LA","6022","60022","Independent Public Agency or Authority of Transit Service","Full Reporter",594309,74,"DR","PT",18,NA,0,NA,15.041,NA,11.6485,"W",1.7834,NA,0,NA,779484,NA,710747,NA,68737,NA,51725,NA,47254,NA,4471,NA,0,NA,0,NA,0,NA,0,NA,84271,NA,981631,"W",0,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STAR Transit","Terrell","TX","6114","60114","City, County or Local Government Unit or Department of Transportation","Full Reporter",5121892,74,"DR","DO",66,NA,0,NA,14.8554,NA,20.8324,NA,1.5932,NA,0,NA,1516135,NA,1360887,NA,155248,NA,98940,NA,91609,NA,7331,NA,0,NA,0,NA,0,NA,0,NA,145949,NA,3040471,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STAR Transit","Terrell","TX","6114","60114","City, County or Local Government Unit or Department of Transportation","Full Reporter",5121892,74,"CB","DO",6,NA,0,NA,14.4463,NA,8.58,NA,2.4512,NA,255890,NA,265937,NA,247450,NA,18487,NA,19062,NA,17129,NA,1933,NA,0,NA,0,NA,0,NA,0,NA,41987,NA,360248,NA,124.8,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Southeastern Regional Transit Authority","New Bedford","MA","1006","10006","Independent Public Agency or Authority of Transit Service","Full Reporter",149443,74,"MB","PT",52,NA,0,NA,12.5016,NA,3.22,NA,21.4185,NA,1568861,NA,1636828,NA,1557258,NA,79570,NA,129470,NA,124565,NA,4905,NA,0,NA,0,NA,0,NA,0,NA,2668001,NA,8590963,NA,239.4,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Panhandle Community Services","Amarillo","TX","6R05-002","6R05-60192","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,74,"DR","DO",74,NA,0,NA,16.5895,NA,0,NA,4.3716,NA,0,NA,0,NA,1180675,NA,0,NA,0,NA,71170,NA,0,NA,0,NA,0,NA,0,NA,0,NA,311128,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chittenden County Transportation Authority d/b/a Green Mountain Transit Agency","Burlington","VT","1R06-007","1R06-10165","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,73,"DR","DO",48,NA,0,NA,24.92,NA,0,NA,1.6432,NA,0,NA,0,NA,1798649,NA,0,NA,0,NA,72177,NA,0,NA,0,NA,0,NA,0,NA,0,NA,118598,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Central Arkansas Transit Authority","North Little Rock","AR","6033","60033","Independent Public Agency or Authority of Transit Service","Full Reporter",431388,73,"MB","DO",49,NA,0,NA,14.3161,NA,4.8089,NA,13.9818,NA,2574139,NA,2588805,NA,2414820,NA,173985,NA,176817,NA,168679,NA,8138,NA,0,NA,0,NA,0,NA,0,NA,2358428,NA,11341523,NA,450,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Luzerne County Transportation Authority","Kingston","PA","3015","30015","Independent Public Agency or Authority of Transit Service","Full Reporter",381502,73,"MB","DO",32,NA,0,NA,14.8729,NA,4.2799,NA,15.4322,NA,1157319,NA,1161339,NA,1125950,NA,35389,NA,77833,NA,75705,NA,2128,NA,0,NA,0,NA,0,NA,0,NA,1168297,NA,5000246,NA,37.7,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Central County Transportation Authority","Kalamazoo","MI","5035","50035","Independent Public Agency or Authority of Transit Service","Full Reporter",209703,73,"MB","DO",29,NA,0,NA,13.3269,NA,3.7048,NA,21.0375,NA,1744840,NA,1749663,NA,1734288,NA,15375,NA,131104,NA,130134,NA,970,NA,0,NA,0,NA,0,NA,0,NA,2737691,NA,10142486,NA,243,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chittenden County Transportation Authority d/b/a Green Mountain Transit Agency","Burlington","VT","1R06-007","1R06-10165","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,73,"CB","DO",7,NA,0,NA,25.3998,NA,0,NA,6.4434,NA,0,NA,0,NA,196620,NA,0,NA,0,NA,7741,NA,0,NA,0,NA,0,NA,0,NA,0,NA,49878,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Central Arkansas Transit Authority","North Little Rock","AR","6033","60033","Independent Public Agency or Authority of Transit Service","Full Reporter",431388,73,"DR","DO",21,NA,0,NA,18.2716,NA,7.9372,NA,2.2743,NA,0,NA,829474,NA,727208,NA,102266,NA,43605,NA,39800,NA,3805,NA,0,NA,0,NA,0,NA,0,NA,90519,NA,718469,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chittenden County Transportation Authority d/b/a Green Mountain Transit Agency","Burlington","VT","1R06-007","1R06-10165","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,73,"MB","DO",15,NA,0,NA,13.4346,NA,0,NA,8.9411,NA,0,NA,0,NA,419562,NA,0,NA,0,NA,31230,NA,0,NA,0,NA,0,NA,0,NA,0,NA,279229,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Luzerne County Transportation Authority","Kingston","PA","3015","30015","Independent Public Agency or Authority of Transit Service","Full Reporter",381502,73,"DR","DO",41,NA,0,NA,15.9194,NA,9.0178,NA,2.9007,NA,0,NA,1171100,NA,925444,NA,245656,NA,77871,NA,58133,NA,19738,NA,0,NA,0,NA,0,NA,0,NA,168624,NA,1520624,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Central County Transportation Authority","Kalamazoo","MI","5035","50035","Independent Public Agency or Authority of Transit Service","Full Reporter",209703,73,"DR","PT",44,NA,0,NA,14.2634,NA,10.3092,NA,1.8222,NA,0,NA,1509163,NA,1266677,NA,242486,NA,108438,NA,88806,NA,19632,NA,0,NA,0,NA,0,NA,0,NA,161820,NA,1668230,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chittenden County Transportation Authority d/b/a Green Mountain Transit Agency","Burlington","VT","1R06-007","1R06-10165","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,73,"DT","PT",3,NA,0,NA,12.4994,NA,0,NA,3.095,NA,0,NA,0,NA,11312,NA,0,NA,0,NA,905,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2801,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Central Arkansas Transit Authority","North Little Rock","AR","6033","60033","Independent Public Agency or Authority of Transit Service","Full Reporter",431388,73,"SR","DO",3,NA,3,NA,4.4368,NA,2.5748,NA,8.464,NA,49861,NA,49861,NA,49861,NA,0,NA,11238,NA,11238,NA,0,NA,49861,NA,49861,NA,11238,NA,11238,NA,95118,NA,244909,NA,3.79,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Southwest Iowa Planning Council /SW Iowa Transit","Atlantic","IA","7R01-013","7R01-70258","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,72,"DR","DO",72,NA,0,NA,15.6577,NA,0,NA,3.7482,NA,0,NA,0,NA,1487016,NA,0,NA,0,NA,94970,NA,0,NA,0,NA,0,NA,0,NA,0,NA,355966,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vermont Association for the Blind and Visually Impaired","South Burlington","VT","1R06-012","1R06-10174","Private-Non-Profit Corporation","Rural Reporter",0,72,"DR","DO",70,NA,0,NA,18.3684,NA,0,NA,0.7373,NA,0,NA,0,NA,104406,NA,0,NA,0,NA,5684,NA,0,NA,0,NA,0,NA,0,NA,0,NA,4191,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"County of Hawaii Mass Transit Agency","Hilo","HI","9R03-002","9R03-91080","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,72,"DT","PT",20,NA,0,NA,6.671,NA,0,NA,1.9167,NA,0,NA,0,NA,469812,NA,0,NA,0,NA,70426,NA,0,NA,0,NA,0,NA,0,NA,0,NA,134986,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Town of Mountain Village","Mountain Village","CO","8R01-053","8R01-80256","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,72,"VP","DO",9,NA,0,NA,48.9095,"W",0,NA,3.7938,"W",0,NA,0,NA,191921,NA,0,NA,0,NA,3924,"W",0,NA,0,NA,0,NA,0,NA,0,NA,14887,NA,0,NA,0,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Town of Mountain Village","Mountain Village","CO","8R01-053","8R01-80256","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,72,"TR","DO",59,NA,0,NA,11.18,NA,0,NA,9.7311,NA,0,NA,0,NA,3232124,NA,0,NA,0,NA,289098,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2813254,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
