"Name","City","State","Legacy NTD ID","NTD ID","Organization Type","Reporter Type","Primary UZA 
 Population","Agency VOMS","Mode","TOS","Mode VOMS","Ratios:","Fare Revenues per Unlinked Passenger Trip","Fare Revenues per Unlinked Passenger Trip Questionable","Fare Revenues per Total Operating Expense (Recovery Ratio)","Fare Revenues per Total Operating Expense (Recovery Ratio) Questionable","Cost per 
 Hour","Cost per Hour Questionable","Passengers per Hour","Passengers per Hour Questionable","Cost per Passenger","Cost per Passenger Questionable","Cost per Passenger Mile","Cost per Passenger Mile Questionable","Source Data:","Fare Revenues Earned","Fare Revenues Earned Questionable","Total Operating Expenses","Total Operating Expenses Questionable","Unlinked Passenger Trips","Unlinked Passenger Trips Questionable","Vehicle Revenue Hours","Vehicle Revenue Hours Questionable","Passenger Miles","Passenger Miles Questionable","Vehicle Revenue Miles","Vehicle Revenue Miles Questionable","Any data questionable?","...40","...41","...42","1","...44","...45"
"Metro Transit","Minneapolis","MN","5027","50027","Subsidiary Unit of a Transit Agency, Reporting Separately","Full Reporter",2650890,850,"CR","PT",20,NA,3.1707,NA,0.1649,NA,1053.8462,NA,54.8127,NA,19.2263,NA,0.785,NA,NA,2516900,NA,15261800,NA,793798,NA,14482,NA,19441485,NA,556323,NA,"No",NA,NA,NA,NA,NA,NA
"Metropolitan Atlanta Rapid Transit Authority","Atlanta","GA","4022","40022","Independent Public Agency or Authority of Transit Service","Full Reporter",4515419,845,"MB","DO",466,NA,0.9958,NA,0.2741,NA,98.747,NA,27.1843,NA,3.6325,NA,0.8308,NA,NA,57220464,NA,208724592,NA,57460309,NA,2113732,NA,251234929,NA,26238748,NA,"No",NA,NA,NA,NA,NA,NA
"Metropolitan Atlanta Rapid Transit Authority","Atlanta","GA","4022","40022","Independent Public Agency or Authority of Transit Service","Full Reporter",4515419,845,"HR","DO",210,NA,1.1204,NA,0.4028,NA,225.9538,NA,81.239,NA,2.7813,NA,0.4051,NA,NA,76503453,NA,189912832,NA,68280860,NA,840494,NA,468811412,NA,22334168,NA,"No",NA,NA,NA,NA,NA,NA
"Metropolitan Atlanta Rapid Transit Authority","Atlanta","GA","4022","40022","Independent Public Agency or Authority of Transit Service","Full Reporter",4515419,845,"DR","PT",169,NA,1.7823,NA,0.0358,NA,77.8947,NA,1.5641,NA,49.8026,NA,3.6646,NA,NA,1225399,NA,34241112,NA,687537,NA,439582,NA,9343763,NA,7252423,NA,"No",NA,NA,NA,NA,NA,NA
"VIA Metropolitan Transit","San Antonio","TX","6011","60011","Independent Public Agency or Authority of Transit Service","Full Reporter",1758210,814,"MB","DO",378,NA,0.5391,NA,0.1158,NA,100.3139,NA,21.5465,NA,4.6557,NA,1.1061,NA,NA,19203154,NA,165853808,NA,35623799,NA,1653348,NA,149949710,NA,22075419,NA,"No",NA,NA,NA,NA,NA,NA
"VIA Metropolitan Transit","San Antonio","TX","6011","60011","Independent Public Agency or Authority of Transit Service","Full Reporter",1758210,814,"VP","PT",218,NA,4.7478,NA,1.2812,NA,20.4466,NA,5.5175,NA,3.7058,NA,0.0753,NA,NA,2376180,NA,1854648,NA,500476,NA,90707,NA,24620805,NA,4604849,NA,"No",NA,NA,NA,NA,NA,NA
"VIA Metropolitan Transit","San Antonio","TX","6011","60011","Independent Public Agency or Authority of Transit Service","Full Reporter",1758210,814,"DR","PT",110,NA,1.8612,NA,0.0661,NA,53.9133,NA,1.915,NA,28.1534,NA,2.2005,NA,NA,1068587,NA,16163853,NA,574135,NA,299812,NA,7345548,NA,5792814,NA,"No",NA,NA,NA,NA,NA,NA
"VIA Metropolitan Transit","San Antonio","TX","6011","60011","Independent Public Agency or Authority of Transit Service","Full Reporter",1758210,814,"DR","DO",108,NA,1.7487,NA,0.0431,NA,89.2366,NA,2.1983,NA,40.5928,NA,3.567,NA,NA,936060,NA,21728743,NA,535285,NA,243496,NA,6091539,NA,4231485,NA,"No",NA,NA,NA,NA,NA,NA
"Alameda-Contra Costa Transit District","Oakland","CA","9014","90014","Independent Public Agency or Authority of Transit Service","Full Reporter",3281212,794,"MB","DO",457,NA,1.3551,NA,0.1895,NA,195.8954,NA,27.4006,NA,7.1493,NA,2.1793,NA,NA,67618637,NA,356745096,NA,49899177,NA,1821100,NA,163699331,NA,18301313,NA,"No",NA,NA,NA,NA,NA,NA
"City and County of Honolulu Department of Transportation Services","Honolulu","HI","9002","90002","City, County or Local Government Unit or Department of Transportation","Full Reporter",802459,794,"MB","PT",452,NA,0.7881,NA,0.2647,NA,141.0641,NA,47.3905,NA,2.9766,NA,0.6089,NA,NA,51441589,NA,194302874,NA,65276018,NA,1377408,NA,319106755,NA,17800292,NA,"No",NA,NA,NA,NA,NA,NA
"City and County of Honolulu Department of Transportation Services","Honolulu","HI","9002","90002","City, County or Local Government Unit or Department of Transportation","Full Reporter",802459,794,"DR","PT",224,NA,1.6603,NA,0.0379,NA,102.1167,NA,2.3315,NA,43.7985,NA,3.8578,NA,NA,1803200,NA,47567892,NA,1086061,NA,465819,NA,12330294,NA,6848941,NA,"No",NA,NA,NA,NA,NA,NA
"Alameda-Contra Costa Transit District","Oakland","CA","9014","90014","Independent Public Agency or Authority of Transit Service","Full Reporter",3281212,794,"DR","PT",206,NA,3.8139,NA,0.0712,NA,92.4353,NA,1.7264,NA,53.5411,NA,5.1137,NA,NA,2778899,NA,39011685,NA,728631,NA,422043,NA,7628865,NA,6362064,NA,"No",NA,NA,NA,NA,NA,NA
"Alameda-Contra Costa Transit District","Oakland","CA","9014","90014","Independent Public Agency or Authority of Transit Service","Full Reporter",3281212,794,"MB","PT",14,NA,2.4768,NA,0.2385,NA,101.8575,NA,9.8065,NA,10.3867,NA,0.797,NA,NA,649095,NA,2722041,NA,262070,NA,26724,NA,3415352,NA,466281,NA,"No",NA,NA,NA,NA,NA,NA
"City and County of Honolulu Department of Transportation Services","Honolulu","HI","9002","90002","City, County or Local Government Unit or Department of Transportation","Full Reporter",802459,794,"DT","PT",117,NA,1.3155,NA,0.0442,NA,92.4787,NA,3.1075,NA,29.7594,NA,3.9521,NA,NA,260190,NA,5886082,NA,197789,NA,63648,NA,1489347,NA,1200694,NA,"No",NA,NA,NA,NA,NA,NA
"Alameda-Contra Costa Transit District","Oakland","CA","9014","90014","Independent Public Agency or Authority of Transit Service","Full Reporter",3281212,794,"CB","DO",117,NA,2.4943,NA,0.3399,NA,189.2941,NA,25.7934,NA,7.3389,NA,0.5172,NA,NA,6301032,NA,18538893,NA,2526126,NA,97937,NA,35847986,NA,1681588,NA,"No",NA,NA,NA,NA,NA,NA
"City and County of Honolulu Department of Transportation Services","Honolulu","HI","9002","90002","City, County or Local Government Unit or Department of Transportation","Full Reporter",802459,794,"VP","PT",1,NA,5.6316,NA,0.0392,NA,568.625,NA,3.9583,NA,143.6526,NA,13.0593,NA,NA,535,NA,13647,NA,95,NA,24,NA,1045,NA,242,NA,"No",NA,NA,NA,NA,NA,NA
"San Diego Metropolitan Transit System","San Diego","CA","9026","90026","Independent Public Agency or Authority of Transit Service","Full Reporter",2956746,783,"LR","DO",97,NA,1.0353,NA,0.4725,NA,168.2445,NA,76.7833,NA,2.1912,NA,0.3909,NA,NA,38968409,NA,82472931,NA,37638945,NA,490197,NA,210971128,NA,8728365,NA,"No",NA,NA,NA,NA,NA,NA
"San Diego Metropolitan Transit System","San Diego","CA","9026","90026","Independent Public Agency or Authority of Transit Service","Full Reporter",2956746,783,"MB","PT",263,NA,1.0022,NA,0.4271,NA,60.0461,NA,25.5895,NA,2.3465,NA,0.722,NA,NA,25372479,NA,59408223,NA,25317688,NA,989377,NA,82286454,NA,9997350,NA,"No",NA,NA,NA,NA,NA,NA
"San Diego Metropolitan Transit System","San Diego","CA","9026","90026","Independent Public Agency or Authority of Transit Service","Full Reporter",2956746,783,"MB","DO",232,NA,1.0226,NA,0.2374,NA,127.3699,NA,29.5698,NA,4.3074,NA,0.9545,NA,NA,24863742,NA,104733367,NA,24314556,NA,822277,NA,109727324,NA,9626387,NA,"No",NA,NA,NA,NA,NA,NA
"San Diego Metropolitan Transit System","San Diego","CA","9026","90026","Independent Public Agency or Authority of Transit Service","Full Reporter",2956746,783,"DR","PT",174,NA,4.5228,NA,0.1455,NA,73.7226,NA,2.3715,NA,31.0866,NA,2.9946,NA,NA,2878169,NA,19782431,NA,636365,NA,268336,NA,6606027,NA,4805821,NA,"No",NA,NA,NA,NA,NA,NA
"San Diego Metropolitan Transit System","San Diego","CA","9026","90026","Independent Public Agency or Authority of Transit Service","Full Reporter",2956746,783,"CB","PT",17,NA,4.1659,NA,0.5305,NA,198.6016,NA,25.2929,NA,7.8521,NA,0.3204,NA,NA,1196656,NA,2255518,NA,287252,NA,11357,NA,7039114,NA,343297,NA,"No",NA,NA,NA,NA,NA,NA
"Capital Metropolitan Transportation Authority","Austin","TX","6048","60048","Independent Public Agency or Authority of Transit Service","Full Reporter",1362416,751,"YR","PT",4,NA,2.3939,NA,0.0908,NA,1709.2504,NA,64.8097,NA,26.3734,NA,1.6686,NA,NA,1974227,NA,21750211,NA,824704,NA,12725,NA,13034972,NA,301021,NA,"No",NA,NA,NA,NA,NA,NA
"Capital Metropolitan Transportation Authority","Austin","TX","6048","60048","Independent Public Agency or Authority of Transit Service","Full Reporter",1362416,751,"CB","PT",35,NA,1.7987,NA,0.1588,NA,147.9902,NA,13.0649,NA,11.3273,NA,0.7756,NA,NA,948523,NA,5973478,NA,527351,NA,40364,NA,7701902,NA,737780,NA,"No",NA,NA,NA,NA,NA,NA
"Capital Metropolitan Transportation Authority","Austin","TX","6048","60048","Independent Public Agency or Authority of Transit Service","Full Reporter",1362416,751,"MB","PT",314,NA,0.6686,NA,0.1251,NA,118.5649,NA,22.1914,NA,5.3428,NA,1.2595,"W",NA,18252103,NA,145843815,NA,27297092,NA,1230076,NA,115795824,"W",14473436,"W","Yes",NA,NA,NA,NA,NA,NA
"Capital Metropolitan Transportation Authority","Austin","TX","6048","60048","Independent Public Agency or Authority of Transit Service","Full Reporter",1362416,751,"VP","PT",236,NA,2.1786,NA,0.689,NA,14.3085,NA,4.5253,NA,3.1619,NA,0.0869,NA,NA,1001165,NA,1453076,NA,459555,NA,101553,NA,16720887,NA,3747150,NA,"No",NA,NA,NA,NA,NA,NA
"Capital Metropolitan Transportation Authority","Austin","TX","6048","60048","Independent Public Agency or Authority of Transit Service","Full Reporter",1362416,751,"DR","PT",162,NA,1.2689,NA,0.0203,NA,110.2798,NA,1.7647,NA,62.4907,NA,7.5543,NA,NA,851016,NA,41912043,NA,670693,NA,380052,NA,5548080,NA,5260345,NA,"No",NA,NA,NA,NA,NA,NA
"San Diego Association of Governments","San Diego","CA","9095","90095","MPO, COG or Other Planning Agency","Full Reporter",2956746,727,"VP","PT",727,NA,3.1111,NA,0.6712,NA,19.4572,NA,4.1976,NA,4.6353,NA,0.0952,NA,NA,5904826,NA,8797647,NA,1897974,NA,452154,NA,92438187,NA,17627791,NA,"No",NA,NA,NA,NA,NA,NA
"OATS, Inc.","Columbia","MO","7R03-017","7R03-70133","Private-Non-Profit Corporation","Rural Reporter",0,715,"DR","DO",715,NA,0.2229,NA,0.0118,NA,40.241,NA,2.1328,NA,18.8676,NA,0,NA,NA,331014,NA,28023827,NA,1485288,NA,696400,NA,0,NA,14018103,NA,"No",NA,NA,NA,NA,NA,NA
"Santa Clara Valley Transportation Authority","San Jose","CA","9013","90013","Independent Public Agency or Authority of Transit Service","Full Reporter",1664496,654,"LR","DO",59,NA,0.8829,NA,0.0761,NA,487.5825,NA,41.9993,NA,11.6093,NA,2.2116,NA,NA,8062916,NA,106017010,NA,9132084,NA,217434,NA,47937329,NA,3349372,NA,"No",NA,NA,NA,NA,NA,NA
"Santa Clara Valley Transportation Authority","San Jose","CA","9013","90013","Independent Public Agency or Authority of Transit Service","Full Reporter",1664496,654,"MB","DO",389,NA,0.8829,NA,0.1033,NA,183.7428,NA,21.487,NA,8.5514,NA,1.6509,NA,NA,25655427,NA,248477183,NA,29057047,NA,1352310,NA,150513834,NA,15712632,NA,"No",NA,NA,NA,NA,NA,NA
"Santa Clara Valley Transportation Authority","San Jose","CA","9013","90013","Independent Public Agency or Authority of Transit Service","Full Reporter",1664496,654,"DT","PT",38,NA,2.8633,NA,0.0802,NA,66.2172,NA,1.8556,NA,35.6843,NA,3.3398,NA,NA,308357,NA,3842982,NA,107694,NA,58036,NA,1150650,NA,876536,NA,"No",NA,NA,NA,NA,NA,NA
"Santa Clara Valley Transportation Authority","San Jose","CA","9013","90013","Independent Public Agency or Authority of Transit Service","Full Reporter",1664496,654,"DR","PT",157,NA,3.4531,NA,0.0691,NA,81.7182,NA,1.6344,NA,49.9991,NA,4.881,NA,NA,1497803,NA,21687116,NA,433750,NA,265389,NA,4443160,NA,4250189,NA,"No",NA,NA,NA,NA,NA,NA
"Santa Clara Valley Transportation Authority","San Jose","CA","9013","90013","Independent Public Agency or Authority of Transit Service","Full Reporter",1664496,654,"MB","PT",11,NA,0,NA,0,NA,98.6521,NA,23.1479,NA,4.2618,NA,1.1573,NA,NA,0,NA,1734698,NA,407032,NA,17584,NA,1498870,NA,189481,NA,"No",NA,NA,NA,NA,NA,NA
"Snohomish County Public Transportation Benefit Area Corporation","Everett","WA","29","29","Independent Public Agency or Authority of Transit Service","Full Reporter",3059393,621,"CB","PT",54,NA,3.6076,NA,0.6421,NA,206.7356,NA,36.7985,NA,5.618,NA,0.3084,NA,NA,6211376,NA,9672950,NA,1721767,NA,46789,NA,31368031,NA,968627,NA,"No",NA,NA,NA,NA,NA,NA
"Snohomish County Public Transportation Benefit Area Corporation","Everett","WA","29","29","Independent Public Agency or Authority of Transit Service","Full Reporter",3059393,621,"CB","DO",43,NA,3.7156,NA,0.323,NA,302.4761,NA,26.2969,NA,11.5023,NA,0.6646,NA,NA,4340068,NA,13435685,NA,1168082,NA,44419,NA,20215627,NA,835800,NA,"No",NA,NA,NA,NA,NA,NA
"Snohomish County Public Transportation Benefit Area Corporation","Everett","WA","29","29","Independent Public Agency or Authority of Transit Service","Full Reporter",3059393,621,"DR","PT",41,NA,1.983,NA,0.047,NA,100.8683,NA,2.3931,NA,42.1501,NA,3.4473,NA,NA,385633,NA,8196965,NA,194471,NA,81264,NA,2377803,NA,1514562,NA,"No",NA,NA,NA,NA,NA,NA
"Snohomish County Public Transportation Benefit Area Corporation","Everett","WA","29","29","Independent Public Agency or Authority of Transit Service","Full Reporter",3059393,621,"VP","DO",375,NA,3.2183,NA,0.632,NA,31.1945,NA,6.1254,NA,5.0927,NA,0.2063,NA,NA,2772180,NA,4386700,NA,861372,NA,140624,NA,21261425,NA,4557911,NA,"No",NA,NA,NA,NA,NA,NA
"Snohomish County Public Transportation Benefit Area Corporation","Everett","WA","29","29","Independent Public Agency or Authority of Transit Service","Full Reporter",3059393,621,"MB","DO",108,NA,1.2684,NA,0.1133,NA,174.7781,NA,15.6144,NA,11.1934,NA,2.0211,NA,NA,8135402,NA,71792365,NA,6413837,NA,410763,NA,35522253,NA,5817556,NA,"No",NA,NA,NA,NA,NA,NA
"Central Florida Regional Transportation Authority","Orlando","FL","4035","40035","Independent Public Agency or Authority of Transit Service","Full Reporter",1510516,610,"MB","DO",245,NA,0.9754,NA,0.2361,NA,90.5744,NA,21.9226,NA,4.1315,NA,0.7507,NA,NA,23050414,NA,97635211,NA,23631628,NA,1077956,NA,130063791,NA,14792999,NA,"No",NA,NA,NA,NA,NA,NA
"Central Florida Regional Transportation Authority","Orlando","FL","4035","40035","Independent Public Agency or Authority of Transit Service","Full Reporter",1510516,610,"CB","PT",2,NA,0.4415,NA,0.0054,NA,248.9817,NA,3.0183,NA,82.4913,NA,4.746,NA,NA,1968,NA,367746,NA,4458,NA,1477,NA,77486,NA,36846,NA,"No",NA,NA,NA,NA,NA,NA
"Central Florida Regional Transportation Authority","Orlando","FL","4035","40035","Independent Public Agency or Authority of Transit Service","Full Reporter",1510516,610,"VP","PT",181,NA,3.3464,NA,0.7858,NA,24.1277,NA,5.6654,NA,4.2588,NA,0.1453,NA,NA,1501927,NA,1911444,NA,448823,NA,79222,NA,13155237,NA,3320768,NA,"No",NA,NA,NA,NA,NA,NA
"Central Florida Regional Transportation Authority","Orlando","FL","4035","40035","Independent Public Agency or Authority of Transit Service","Full Reporter",1510516,610,"DR","PT",155,NA,3.5831,NA,0.1055,NA,38.7908,NA,1.1423,NA,33.9593,NA,2.2816,NA,NA,2088758,NA,19796239,NA,582940,NA,510333,NA,8676627,NA,9013672,NA,"No",NA,NA,NA,NA,NA,NA
"Central Florida Regional Transportation Authority","Orlando","FL","4035","40035","Independent Public Agency or Authority of Transit Service","Full Reporter",1510516,610,"RB","DO",14,NA,0,NA,0,NA,70.0591,NA,25.7364,NA,2.7222,NA,1.2524,NA,NA,0,NA,3290958,NA,1208940,NA,46974,NA,2627692,NA,281391,NA,"No",NA,NA,NA,NA,NA,NA
"Central Florida Regional Transportation Authority","Orlando","FL","4035","40035","Independent Public Agency or Authority of Transit Service","Full Reporter",1510516,610,"MB","PT",13,NA,0.7604,NA,0.0512,NA,43.7979,NA,2.9504,NA,14.8445,NA,1.3829,NA,NA,117294,NA,2289752,NA,154249,NA,52280,NA,1655725,NA,701545,NA,"No",NA,NA,NA,NA,NA,NA
"Potomac and Rappahannock Transportation Commission","Woodbridge","VA","3070","30070","Independent Public Agency or Authority of Transit Service","Full Reporter",4586770,609,"CB","PT",92,NA,6.2105,NA,0.6051,NA,229.6164,NA,22.3713,NA,10.2639,NA,0.412,NA,NA,9487838,NA,15680277,NA,1527715,NA,68289,NA,38055381,NA,1771470,NA,"No",NA,NA,NA,NA,NA,NA
"Potomac and Rappahannock Transportation Commission","Woodbridge","VA","3070","30070","Independent Public Agency or Authority of Transit Service","Full Reporter",4586770,609,"VP","PT",481,NA,7.8893,NA,1.7525,NA,22.5454,NA,5.0082,NA,4.5017,NA,0.0984,NA,NA,10193159,NA,5816325,NA,1292023,NA,257983,NA,59138673,NA,9779676,NA,"No",NA,NA,NA,NA,NA,NA
"Potomac and Rappahannock Transportation Commission","Woodbridge","VA","3070","30070","Independent Public Agency or Authority of Transit Service","Full Reporter",4586770,609,"MB","PT",36,NA,1.5612,NA,0.1115,NA,185.2518,NA,13.2298,NA,14.0026,NA,1.5045,NA,NA,1628176,NA,14603402,NA,1042908,NA,78830,NA,9706572,NA,1174185,NA,"No",NA,NA,NA,NA,NA,NA
"City of Phoenix Public Transit Department dba Valley Metro","Phoenix","AZ","9032","90032","City, County or Local Government Unit or Department of Transportation","Full Reporter",3629114,562,"MB","PT",451,NA,0.6939,NA,0.1698,NA,94.1989,NA,23.0459,NA,4.0875,NA,1.0851,NA,NA,27060115,NA,159404086,NA,38998417,NA,1692208,NA,146904639,NA,18796079,NA,"No",NA,NA,NA,NA,NA,NA
"City of Phoenix Public Transit Department dba Valley Metro","Phoenix","AZ","9032","90032","City, County or Local Government Unit or Department of Transportation","Full Reporter",3629114,562,"DR","PT",111,NA,2.6441,NA,0.0463,NA,68.5315,NA,1.1998,NA,57.1194,NA,5.9314,NA,NA,836253,NA,18065259,NA,316272,NA,263605,NA,3045709,NA,3394503,NA,"No",NA,NA,NA,NA,NA,NA
"San Francisco Bay Area Rapid Transit District","Oakland","CA","9003","90003","Independent Public Agency or Authority of Transit Service","Full Reporter",3281212,559,"HR","DO",556,NA,3.6361,NA,0.7747,NA,288.5833,NA,61.4817,NA,4.6938,NA,0.342,NA,NA,479276684,NA,618691516,NA,131810212,NA,2143892,NA,1808935691,NA,75237775,NA,"No",NA,NA,NA,NA,NA,NA
"San Francisco Bay Area Rapid Transit District","Oakland","CA","9003","90003","Independent Public Agency or Authority of Transit Service","Full Reporter",3281212,559,"MG","PT",3,NA,5.5819,NA,0.7526,NA,367.0649,NA,49.4912,NA,7.4168,NA,2.3323,NA,NA,5536442,NA,7356347,NA,991854,NA,20041,NA,3154096,NA,396059,NA,"No",NA,NA,NA,NA,NA,NA
"Regional Transportation Commission of Southern Nevada","Las Vegas","NV","9045","90045","Independent Public Agency or Authority of Transit Service","Full Reporter",1886011,557,"DR","PT",270,NA,2.1573,NA,0.055,NA,75.6587,NA,1.9305,NA,39.1911,NA,3.5812,NA,NA,2815691,NA,51151615,NA,1305186,NA,676084,NA,14283311,NA,10135266,NA,"No",NA,NA,NA,NA,NA,NA
"Regional Transportation Commission of Southern Nevada","Las Vegas","NV","9045","90045","Independent Public Agency or Authority of Transit Service","Full Reporter",1886011,557,"MB","PT",268,NA,1.0464,NA,0.4361,NA,102.9139,NA,42.8914,NA,2.3994,NA,0.6518,NA,NA,65858980,NA,151017432,NA,62939597,NA,1467416,NA,231676451,NA,16442768,NA,"No",NA,NA,NA,NA,NA,NA
"Regional Transportation Commission of Southern Nevada","Las Vegas","NV","9045","90045","Independent Public Agency or Authority of Transit Service","Full Reporter",1886011,557,"CB","PT",19,NA,0.941,NA,0.1505,NA,109.2124,NA,17.461,NA,6.2546,NA,0.5978,NA,NA,1214088,NA,8069702,NA,1290195,NA,73890,NA,13498054,NA,1454558,NA,"No",NA,NA,NA,NA,NA,NA
"California Vanpool Authority","Hanford","CA","9230","90230","City, County or Local Government Unit or Department of Transportation","Full Reporter",87941,552,"VP","DO",552,NA,3.2677,NA,0.878,NA,32.4628,NA,8.7226,NA,3.7217,NA,0.088,NA,NA,8499496,NA,9680222,NA,2601036,NA,298194,NA,109970274,NA,10447552,NA,"No",NA,NA,NA,NA,NA,NA
"Pierce County Transportation Benefit Area Authority","Tacoma","WA","3","3","Independent Public Agency or Authority of Transit Service","Full Reporter",3059393,533,"DR","PT",61,NA,1.0051,NA,0.0196,NA,103.0754,NA,2.0076,NA,51.3427,NA,6.6821,NA,NA,225521,NA,11520226,NA,224379,NA,111765,NA,1724048,NA,1528147,NA,"No",NA,NA,NA,NA,NA,NA
"Pierce County Transportation Benefit Area Authority","Tacoma","WA","3","3","Independent Public Agency or Authority of Transit Service","Full Reporter",3059393,533,"VP","DO",322,NA,3.7647,NA,0.6633,NA,31.2684,NA,5.5089,NA,5.6759,NA,0.2028,NA,NA,3050834,NA,4599679,NA,810383,NA,147103,NA,22680602,NA,4771217,NA,"No",NA,NA,NA,NA,NA,NA
"Pierce County Transportation Benefit Area Authority","Tacoma","WA","3","3","Independent Public Agency or Authority of Transit Service","Full Reporter",3059393,533,"DR","DO",30,NA,1.2475,NA,0.0177,NA,155.0348,NA,2.194,NA,70.6626,NA,9.6049,NA,NA,125212,NA,7092689,NA,100374,NA,45749,NA,738445,NA,611807,NA,"No",NA,NA,NA,NA,NA,NA
"Pierce County Transportation Benefit Area Authority","Tacoma","WA","3","3","Independent Public Agency or Authority of Transit Service","Full Reporter",3059393,533,"MB","DO",120,NA,1.0203,NA,0.1278,NA,159.1978,NA,19.9482,NA,7.9806,NA,1.9277,NA,NA,8716219,NA,68179163,NA,8543157,NA,428267,NA,35368671,NA,4903678,NA,"No",NA,NA,NA,NA,NA,NA
"Enterprise Rideshare - Michigan","Farmington Hills","MI","5193","50193","Private Provider Reporting on Behalf of a Public Entity","Full Reporter",3734090,523,"VP","DO",523,NA,6.0483,NA,0.9479,NA,36.2024,NA,5.6735,NA,6.3809,NA,0.1402,"W",NA,7117126,NA,7508550,NA,1176718,NA,207405,NA,53567255,"W",9327702,NA,"Yes",NA,NA,NA,NA,NA,NA
"City of Detroit Department of Transportation","Detroit","MI","5119","50119","City, County or Local Government Unit or Department of Transportation","Full Reporter",3734090,519,"DR","PT",53,NA,2.2361,NA,0.1508,NA,36.5045,NA,2.4616,NA,14.8298,NA,1.2836,NA,NA,641432,NA,4253978,NA,286854,NA,116533,NA,3314130,NA,2239582,NA,"No",NA,NA,NA,NA,NA,NA
"City of Detroit Department of Transportation","Detroit","MI","5119","50119","City, County or Local Government Unit or Department of Transportation","Full Reporter",3734090,519,"MB","DO",243,NA,0.7548,NA,0.1656,NA,125.0287,NA,27.4261,NA,4.5588,NA,0.9232,NA,NA,18563606,NA,112116237,NA,24593612,NA,896724,NA,121436518,NA,11321547,NA,"No",NA,NA,NA,NA,NA,NA
"City of Detroit Department of Transportation","Detroit","MI","5119","50119","City, County or Local Government Unit or Department of Transportation","Full Reporter",3734090,519,"DT","PT",223,NA,1.8042,NA,0.1967,NA,4.1764,"Q",0.4554,"Q",9.1707,NA,1.4508,NA,NA,24564,NA,124859,NA,13615,NA,29896,"Q",86063,NA,72177,NA,"Yes",NA,NA,NA,NA,NA,NA
"Metro Mobility","St. Paul","MN","5155","50155","Subsidiary Unit of a Transit Agency, Reporting Separately","Full Reporter",2650890,499,"DR","PT",499,NA,2.6262,NA,0.089,NA,55.6646,NA,1.8874,NA,29.4934,NA,2.5516,NA,NA,5716719,NA,64200843,NA,2176790,NA,1153352,NA,25160614,NA,20819290,NA,"No",NA,NA,NA,NA,NA,NA
"Broward County Transit Division","Plantation","FL","4029","40029","City, County or Local Government Unit or Department of Transportation","Full Reporter",5502379,494,"MB","PT",7,NA,0.4,NA,0.1033,NA,46.6985,NA,12.0566,NA,3.8733,NA,0.742,NA,NA,78509,NA,760251,NA,196281,NA,16280,NA,1024587,NA,232785,NA,"No",NA,NA,NA,NA,NA,NA
"Broward County Transit Division","Plantation","FL","4029","40029","City, County or Local Government Unit or Department of Transportation","Full Reporter",5502379,494,"MB","DO",284,NA,1.1161,NA,0.282,NA,100.3071,NA,25.3423,NA,3.9581,NA,0.7945,NA,NA,32124989,NA,113930263,NA,28784170,NA,1135814,NA,143395091,NA,14869713,NA,"No",NA,NA,NA,NA,NA,NA
"Broward County Transit Division","Plantation","FL","4029","40029","City, County or Local Government Unit or Department of Transportation","Full Reporter",5502379,494,"DR","PT",203,NA,1.4343,NA,0.0459,NA,50.6338,NA,1.6213,NA,31.2296,NA,2.6793,NA,NA,1124393,NA,24482396,NA,783949,NA,483519,NA,9137658,NA,8146814,NA,"No",NA,NA,NA,NA,NA,NA
"The Greater Cleveland Regional Transit Authority","Cleveland","OH","5015","50015","Independent Public Agency or Authority of Transit Service","Full Reporter",1780673,487,"DR","PT",80,NA,1.2816,NA,0.0426,NA,46.1352,NA,1.5324,NA,30.1065,NA,3.6297,NA,NA,417338,NA,9803647,NA,325632,NA,212498,NA,2700982,NA,3072010,NA,"No",NA,NA,NA,NA,NA,NA
"The Greater Cleveland Regional Transit Authority","Cleveland","OH","5015","50015","Independent Public Agency or Authority of Transit Service","Full Reporter",1780673,487,"VP","PT",7,NA,3.4877,NA,1.7038,NA,16.7595,NA,8.1875,NA,2.047,NA,0.0699,NA,NA,62451,NA,36653,NA,17906,NA,2187,NA,524210,NA,77722,NA,"No",NA,NA,NA,NA,NA,NA
"The Greater Cleveland Regional Transit Authority","Cleveland","OH","5015","50015","Independent Public Agency or Authority of Transit Service","Full Reporter",1780673,487,"DR","DO",68,NA,4.1783,NA,0.0432,NA,153.5528,NA,1.589,NA,96.6358,NA,11.8185,NA,NA,1119889,NA,25900513,NA,268022,NA,168675,NA,2191517,NA,2374377,NA,"No",NA,NA,NA,NA,NA,NA
"The Greater Cleveland Regional Transit Authority","Cleveland","OH","5015","50015","Independent Public Agency or Authority of Transit Service","Full Reporter",1780673,487,"MB","DO",286,NA,1.1382,NA,0.186,NA,146.8805,NA,24.0008,NA,6.1198,NA,1.4569,NA,NA,30403791,NA,163471665,NA,26711874,NA,1112957,NA,112204045,NA,12823852,NA,"No",NA,NA,NA,NA,NA,NA
"The Greater Cleveland Regional Transit Authority","Cleveland","OH","5015","50015","Independent Public Agency or Authority of Transit Service","Full Reporter",1780673,487,"HR","DO",20,NA,1.2385,NA,0.1975,NA,264.7164,NA,42.2101,NA,6.2714,NA,0.9769,NA,NA,7313086,NA,37031444,NA,5904814,NA,139891,NA,37907589,NA,2611263,NA,"No",NA,NA,NA,NA,NA,NA
