"Agency","City","State","Legacy NTD ID","NTD ID","Organization Type","Reporter Type","Primary UZA 
 Population","Agency VOMS","Mode","TOS","Mode VOMS","Ratios:","Fare Revenues per Unlinked Passenger Trip","Fare Revenues per Unlinked Passenger Trip Questionable","Fare Revenues per Total Operating Expense (Recovery Ratio)","Fare Revenues per Total Operating Expense (Recovery Ratio) Questionable","Cost per 
 Hour","Cost per Hour Questionable","Passengers per Hour","Passengers per Hour Questionable","Cost per Passenger","Cost per Passenger Questionable","Cost per Passenger Mile","Cost per Passenger Mile Questionable","Source Data:","Fare Revenues Earned","Fare Revenues Earned Questionable","Total Operating Expenses","Total Operating Expenses Questionable","Unlinked Passenger Trips","Unlinked Passenger Trips Questionable","Vehicle Revenue Hours","Vehicle Revenue Hours Questionable","Passenger Miles","Passenger Miles Questionable","Vehicle Revenue Miles","Vehicle Revenue Miles Questionable","Any data questionable?","...40","...41","...42","1","...44","...45"
"City of Elk Grove","Elk Grove","CA","9205","90205","City, County or Local Government Unit or Department of Transportation","Full Reporter",1723634,54,"DR","PT",9,NA,4.7971,NA,0.0599,NA,123.2504,NA,1.5396,NA,80.0559,NA,12.832,NA,NA,99703,NA,1663881,NA,20784,NA,13500,NA,129667,NA,162718,NA,"No",NA,NA,NA,NA,NA,NA
"Regional Transit Authority/RIDES","Spencer","IA","7R01-003","7R01-70240","Private-Non-Profit Corporation","Rural Reporter",0,54,"DR","DO",54,NA,3.0897,NA,0.1909,NA,39.4563,NA,2.4377,NA,16.186,NA,0,NA,NA,681596,NA,3570679,NA,220603,NA,90497,NA,0,NA,1006754,NA,"No",NA,NA,NA,NA,NA,NA
"St. Cloud Metropolitan Transit Commission, dba: Metro Bus","St. Cloud","MN","5028","50028","Independent Public Agency or Authority of Transit Service","Full Reporter",110621,54,"CB","DO",4,NA,1.8159,NA,0.0945,NA,156.6772,NA,8.1553,NA,19.2116,NA,0.7005,NA,NA,86384,NA,913898,NA,47570,NA,5833,NA,1304633,NA,172752,NA,"No",NA,NA,NA,NA,NA,NA
"Greater Roanoke Transit Company","Roanoke","VA","3007","30007","Other Publicly-Owned or Privately Chartered Corporation","Full Reporter",210111,54,"MB","DO",36,NA,0.9015,NA,0.2457,NA,64.5497,NA,17.5947,NA,3.6687,NA,0.6459,NA,NA,1787674,NA,7275133,NA,1983028,NA,112706,NA,11263599,NA,1640806,NA,"No",NA,NA,NA,NA,NA,NA
"St. Cloud Metropolitan Transit Commission, dba: Metro Bus","St. Cloud","MN","5028","50028","Independent Public Agency or Authority of Transit Service","Full Reporter",110621,54,"MB","DO",27,NA,0.6708,NA,0.1321,NA,85.78,NA,16.8965,NA,5.0768,NA,1.6541,NA,NA,1088731,NA,8239856,NA,1623048,NA,96058,NA,4981421,NA,1283305,NA,"No",NA,NA,NA,NA,NA,NA
"City of Elk Grove","Elk Grove","CA","9205","90205","City, County or Local Government Unit or Department of Transportation","Full Reporter",1723634,54,"CB","PT",26,NA,1.8349,NA,0.2365,NA,155.3779,NA,20.0292,NA,7.7576,NA,0.6025,NA,NA,694214,NA,2934933,NA,378332,NA,18889,NA,4871029,NA,347829,NA,"No",NA,NA,NA,NA,NA,NA
"St. Cloud Metropolitan Transit Commission, dba: Metro Bus","St. Cloud","MN","5028","50028","Independent Public Agency or Authority of Transit Service","Full Reporter",110621,54,"DR","DO",23,NA,2.7408,NA,0.0965,NA,83.9631,NA,2.9554,NA,28.4103,NA,6.6169,NA,NA,382065,NA,3960370,NA,139399,NA,47168,NA,598526,NA,598097,NA,"No",NA,NA,NA,NA,NA,NA
"City of Elk Grove","Elk Grove","CA","9205","90205","City, County or Local Government Unit or Department of Transportation","Full Reporter",1723634,54,"MB","PT",19,NA,1.3662,NA,0.1071,NA,129.3711,NA,10.1393,NA,12.7593,NA,3.1042,NA,NA,525232,NA,4905365,NA,384453,NA,37917,NA,1580254,NA,515320,NA,"No",NA,NA,NA,NA,NA,NA
"Greater Roanoke Transit Company","Roanoke","VA","3007","30007","Other Publicly-Owned or Privately Chartered Corporation","Full Reporter",210111,54,"DR","PT",17,NA,2.7605,NA,0.1088,NA,51.4714,NA,2.0293,NA,25.3641,NA,2.7429,NA,NA,229017,NA,2104255,NA,82962,NA,40882,NA,767157,NA,767270,NA,"No",NA,NA,NA,NA,NA,NA
"Greater Roanoke Transit Company","Roanoke","VA","3007","30007","Other Publicly-Owned or Privately Chartered Corporation","Full Reporter",210111,54,"CB","DO",1,NA,3.291,NA,0.1628,NA,97.9268,NA,4.8439,NA,20.2165,NA,0.4099,NA,NA,19608,NA,120450,NA,5958,NA,1230,NA,293849,NA,40646,NA,"No",NA,NA,NA,NA,NA,NA
"Broome County, dba: Department of Transportation/BC Transit","Vestal","NY","2003","20003","City, County or Local Government Unit or Department of Transportation","Full Reporter",158084,53,"DR","DO",7,NA,1.8248,NA,0.0367,NA,81.6518,NA,1.6401,NA,49.7838,NA,4.6507,NA,NA,39097,NA,1066617,NA,21425,NA,13063,NA,229345,NA,174811,NA,"No",NA,NA,NA,NA,NA,NA
"North Front Range Transportation and Air Quality Planning Council, dba: North Front Range MPO / VanGo","Fort Collins","CO","8106","80106","MPO, COG or Other Planning Agency","Full Reporter",264465,53,"VP","DO",53,NA,6.9339,NA,0.6593,NA,29.1061,NA,2.7674,NA,10.5176,NA,0.2398,NA,NA,525967,NA,797799,NA,75854,NA,27410,NA,3326548,NA,1271554,NA,"No",NA,NA,NA,NA,NA,NA
"Bolivar County Council On Aging, Inc.","Cleveland","MS","4R05-002","4R05-41192","Private-Non-Profit Corporation","Rural Reporter",0,53,"DR","DO",53,NA,0.4512,NA,0.0293,NA,29.5401,NA,1.918,NA,15.4018,NA,0,NA,NA,60000,NA,2048312,NA,132992,NA,69340,NA,0,NA,1959158,NA,"No",NA,NA,NA,NA,NA,NA
"Broome County, dba: Department of Transportation/BC Transit","Vestal","NY","2003","20003","City, County or Local Government Unit or Department of Transportation","Full Reporter",158084,53,"MB","DO",36,NA,1.267,NA,0.2929,NA,86.6776,NA,20.0353,NA,4.3262,NA,1.2019,NA,NA,2474022,NA,8447777,NA,1952682,NA,97462,NA,7028557,NA,1157919,NA,"No",NA,NA,NA,NA,NA,NA
"Cambria County Transit Authority","Johnstown","PA","3012","30012","Independent Public Agency or Authority of Transit Service","Full Reporter",69014,53,"MB","DO",32,NA,0.7764,NA,0.1017,NA,100.4893,NA,13.1621,NA,7.6347,NA,2.2521,NA,NA,804957,NA,7915344,NA,1036753,NA,78768,NA,3514593,NA,1043996,NA,"No",NA,NA,NA,NA,NA,NA
"Cambria County Transit Authority","Johnstown","PA","3012","30012","Independent Public Agency or Authority of Transit Service","Full Reporter",69014,53,"IP","DO",2,NA,1.9686,NA,0.1433,NA,901.9974,NA,65.6645,NA,13.7364,NA,80.8005,NA,NA,101347,NA,707166,NA,51481,NA,784,NA,8752,NA,1988,NA,"No",NA,NA,NA,NA,NA,NA
"Cambria County Transit Authority","Johnstown","PA","3012","30012","Independent Public Agency or Authority of Transit Service","Full Reporter",69014,53,"DR","DO",19,NA,18.0189,NA,0.6406,NA,78.1567,NA,2.7786,NA,28.1285,NA,2.4128,NA,NA,1149031,NA,1793697,NA,63768,NA,22950,NA,743424,NA,382162,NA,"No",NA,NA,NA,NA,NA,NA
"Broome County, dba: Department of Transportation/BC Transit","Vestal","NY","2003","20003","City, County or Local Government Unit or Department of Transportation","Full Reporter",158084,53,"DR","PT",10,NA,2.3565,NA,0.1137,NA,51.0503,NA,2.4621,NA,20.734,NA,3.1523,NA,NA,141324,NA,1243482,NA,59973,NA,24358,NA,394472,NA,288678,NA,"No",NA,NA,NA,NA,NA,NA
"City of Fort Collins, dba: Transfort","Fort Collins","CO","8011","80011","City, County or Local Government Unit or Department of Transportation","Full Reporter",264465,52,"RB","DO",6,NA,0.578,NA,0.2542,NA,109.1996,NA,48.0188,NA,2.2741,NA,0.9014,NA,NA,848592,NA,3338449,NA,1468030,NA,30572,NA,3703451,NA,314091,NA,"No",NA,NA,NA,NA,NA,NA
"Trans-Bridge Lines, Inc.","Bethlehem","PA","2169","20169","Private-For-Profit Corporation","Full Reporter",18351295,52,"CB","DO",52,NA,20.5263,NA,1.1832,NA,197.6609,NA,11.3941,NA,17.3476,NA,0.2434,NA,NA,22989871,NA,19429670,NA,1120022,NA,98298,NA,79839500,NA,3951815,NA,"No",NA,NA,NA,NA,NA,NA
"Bay Metropolitan Transit Authority","Bay City","MI","5029","50029","Independent Public Agency or Authority of Transit Service","Full Reporter",70585,52,"MB","DO",38,NA,1.3161,NA,0.1123,NA,116.8018,NA,9.968,NA,11.7177,NA,1.7268,NA,NA,630029,NA,5609525,NA,478721,NA,48026,NA,3248592,NA,1005176,NA,"No",NA,NA,NA,NA,NA,NA
"Transit Joint Powers Authority for Merced County, dba: Merced The Bus","Merced","CA","9173","90173","Independent Public Agency or Authority of Transit Service","Full Reporter",136969,52,"MB","PT",37,NA,1.42,NA,0.1478,NA,67.7736,NA,7.0552,NA,9.6062,NA,1.5455,NA,NA,1185148,NA,8017208,NA,834591,NA,118294,NA,5187369,NA,1747852,NA,"No",NA,NA,NA,NA,NA,NA
"City of Fort Collins, dba: Transfort","Fort Collins","CO","8011","80011","City, County or Local Government Unit or Department of Transportation","Full Reporter",264465,52,"MB","DO",32,NA,0.5804,NA,0.1381,NA,123.2697,NA,29.3403,NA,4.2014,NA,1.3376,NA,NA,1693987,NA,12262374,NA,2918654,NA,99476,NA,9167118,NA,1307947,NA,"No",NA,NA,NA,NA,NA,NA
"City of Fort Collins, dba: Transfort","Fort Collins","CO","8011","80011","City, County or Local Government Unit or Department of Transportation","Full Reporter",264465,52,"MB","PT",2,NA,0,NA,0,NA,65.5532,NA,7.6302,NA,8.5913,NA,2.1447,NA,NA,0,NA,174437,NA,20304,NA,2661,NA,81334,NA,37145,NA,"No",NA,NA,NA,NA,NA,NA
"City of Fort Collins, dba: Transfort","Fort Collins","CO","8011","80011","City, County or Local Government Unit or Department of Transportation","Full Reporter",264465,52,"DR","PT",2,NA,2.4997,NA,0.1789,NA,74.875,NA,5.3578,NA,13.9751,NA,1.3778,NA,NA,18643,NA,104226,NA,7458,NA,1392,NA,75648,NA,15153,NA,"No",NA,NA,NA,NA,NA,NA
"Transit Joint Powers Authority for Merced County, dba: Merced The Bus","Merced","CA","9173","90173","Independent Public Agency or Authority of Transit Service","Full Reporter",136969,52,"DR","PT",15,NA,3.4861,NA,0.0934,NA,67.7874,NA,1.8168,NA,37.3121,NA,5.8643,NA,NA,173996,NA,1862322,NA,49912,NA,27473,NA,317570,NA,367850,NA,"No",NA,NA,NA,NA,NA,NA
"Bay Metropolitan Transit Authority","Bay City","MI","5029","50029","Independent Public Agency or Authority of Transit Service","Full Reporter",70585,52,"DR","DO",14,NA,1.6092,NA,0.0271,NA,108.4345,NA,1.825,NA,59.4153,NA,6.4596,NA,NA,75901,NA,2802382,NA,47166,NA,25844,NA,433830,NA,421756,NA,"No",NA,NA,NA,NA,NA,NA
"City of Fort Collins, dba: Transfort","Fort Collins","CO","8011","80011","City, County or Local Government Unit or Department of Transportation","Full Reporter",264465,52,"DT","PT",10,NA,1.8744,NA,0.0492,NA,71.7187,NA,1.8834,NA,38.0787,NA,8.257,NA,NA,56393,NA,1145635,NA,30086,NA,15974,NA,138747,NA,196492,NA,"No",NA,NA,NA,NA,NA,NA
"Laredo Transit Management, Inc., dba: El Metro","Laredo","TX","6009","60009","City, County or Local Government Unit or Department of Transportation","Full Reporter",235730,51,"MB","DO",35,NA,1.2763,NA,0.2772,NA,85.2625,NA,18.5197,NA,4.6039,NA,1.3581,NA,NA,3507360,NA,12651925,NA,2748108,NA,148388,NA,9316086,NA,1691818,NA,"No",NA,NA,NA,NA,NA,NA
"Concho Valley Transit District","San Angelo","TX","6102","60102","Independent Public Agency or Authority of Transit Service","Full Reporter",92984,51,"DR","DO",35,NA,0.8139,NA,0.0215,NA,76.7511,NA,2.0238,NA,37.9247,NA,2.3566,NA,NA,69969,NA,3260387,NA,85970,NA,42480,NA,1383499,NA,816475,NA,"No",NA,NA,NA,NA,NA,NA
"Rockford Mass Transit District","Rockford","IL","5058","50058","Independent Public Agency or Authority of Transit Service","Full Reporter",296863,51,"DR","DO",27,NA,1.9206,NA,0.0568,NA,75.3299,NA,2.2284,NA,33.8039,NA,4.1064,NA,NA,230393,NA,4055010,NA,119957,NA,53830,NA,987486,NA,850366,NA,"No",NA,NA,NA,NA,NA,NA
"Rockford Mass Transit District","Rockford","IL","5058","50058","Independent Public Agency or Authority of Transit Service","Full Reporter",296863,51,"MB","DO",24,NA,0.6614,NA,0.0818,NA,132.2237,NA,16.3609,NA,8.0817,NA,1.8536,NA,NA,1026480,NA,12541944,NA,1551899,NA,94854,NA,6766280,NA,1215315,NA,"No",NA,NA,NA,NA,NA,NA
"Laredo Transit Management, Inc., dba: El Metro","Laredo","TX","6009","60009","City, County or Local Government Unit or Department of Transportation","Full Reporter",235730,51,"DR","DO",16,NA,1.4385,NA,0.0239,NA,109.5113,NA,1.8233,NA,60.0637,NA,11.0697,NA,NA,64785,NA,2705149,NA,45038,NA,24702,NA,244374,NA,261744,NA,"No",NA,NA,NA,NA,NA,NA
"Concho Valley Transit District","San Angelo","TX","6102","60102","Independent Public Agency or Authority of Transit Service","Full Reporter",92984,51,"MB","DO",16,NA,0.4721,NA,0.062,NA,72.3596,NA,9.4948,NA,7.621,NA,1.0489,NA,NA,86162,NA,1390823,NA,182499,NA,19221,NA,1326001,NA,289068,NA,"No",NA,NA,NA,NA,NA,NA
"Western Contra Costa Transit Authority","Pinole","CA","9159","90159","Independent Public Agency or Authority of Transit Service","Full Reporter",3281212,50,"CB","PT",9,NA,4.1799,NA,0.6109,NA,109.4582,NA,15.9962,NA,6.8428,NA,0.2689,NA,NA,1212966,NA,1985682,NA,290187,NA,18141,NA,7385352,NA,477061,NA,"No",NA,NA,NA,NA,NA,NA
"Western Contra Costa Transit Authority","Pinole","CA","9159","90159","Independent Public Agency or Authority of Transit Service","Full Reporter",3281212,50,"DR","PT",9,NA,1.5049,NA,0.0394,NA,101.1146,NA,2.6481,NA,38.1843,NA,4.3807,NA,NA,60920,NA,1545739,NA,40481,NA,15287,NA,352855,NA,211442,NA,"No",NA,NA,NA,NA,NA,NA
"Yolo County Transportation District","Woodland","CA","9090","90090","Independent Public Agency or Authority of Transit Service","Full Reporter",1723634,50,"DR","PT",9,NA,4.6353,NA,0.0653,NA,109.4031,NA,1.5418,NA,70.9601,NA,5.444,NA,NA,115015,NA,1760733,NA,24813,NA,16094,NA,323424,NA,300187,NA,"No",NA,NA,NA,NA,NA,NA
"United Community Action Partnership, Inc.","Marshall","MN",NA,"5R04-55326","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,50,"MB","DO",6,NA,0.9916,NA,0.0686,NA,59.9089,NA,4.1421,NA,14.4635,NA,0,NA,NA,27637,NA,403127,NA,27872,NA,6729,NA,0,NA,78841,NA,"No",NA,NA,NA,NA,NA,NA
"County of Douglas, dba: Connect Douglas","Douglasville","GA","4082","40082","City, County or Local Government Unit or Department of Transportation","Full Reporter",4515419,50,"DR","DO",5,NA,0,NA,0,NA,42.7222,NA,2.6263,NA,16.2669,NA,1.0945,NA,NA,0,NA,318067,NA,19553,NA,7445,NA,290594,NA,89363,NA,"No",NA,NA,NA,NA,NA,NA
"County of Douglas, dba: Connect Douglas","Douglasville","GA","4082","40082","City, County or Local Government Unit or Department of Transportation","Full Reporter",4515419,50,"VP","DO",45,NA,2.7559,NA,0.2654,NA,45.0286,NA,4.3371,NA,10.3823,NA,0.3085,NA,NA,211377,NA,796331,NA,76701,NA,17685,NA,2581123,NA,675139,NA,"No",NA,NA,NA,NA,NA,NA
"United Community Action Partnership, Inc.","Marshall","MN",NA,"5R04-55326","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,50,"DR","DO",44,NA,1.6485,NA,0.1191,NA,47.6522,NA,3.4425,NA,13.8424,NA,0,NA,NA,367176,NA,3083194,NA,222735,NA,64702,NA,0,NA,1095459,NA,"No",NA,NA,NA,NA,NA,NA
"Yolo County Transportation District","Woodland","CA","9090","90090","Independent Public Agency or Authority of Transit Service","Full Reporter",1723634,50,"MB","PT",41,NA,1.8084,NA,0.1975,NA,113.7627,NA,12.4235,NA,9.1571,NA,0.8614,NA,NA,2287229,NA,11581612,NA,1264771,NA,101805,NA,13444516,NA,1979490,NA,"No",NA,NA,NA,NA,NA,NA
"South Bend Public Transportation Corporation","South Bend","IN","5052","50052","Independent Public Agency or Authority of Transit Service","Full Reporter",278165,50,"MB","DO",35,NA,0.7999,NA,0.1398,NA,93.2965,NA,16.3084,NA,5.7208,NA,1.9856,NA,NA,1218390,NA,8713331,NA,1523104,NA,93394,NA,4388359,NA,1346730,NA,"No",NA,NA,NA,NA,NA,NA
"Western Reserve Transit Authority","Youngstown","OH","5024","50024","Independent Public Agency or Authority of Transit Service","Full Reporter",387550,50,"MB","DO",35,NA,0.6323,NA,0.0938,NA,98.2171,NA,14.5633,NA,6.7442,NA,1.6369,NA,NA,890569,NA,9498580,NA,1408417,NA,96710,NA,5802678,NA,1320878,NA,"No",NA,NA,NA,NA,NA,NA
"City of Eau Claire, dba: Eau Claire Transit","Eau Claire","WI","5099","50099","City, County or Local Government Unit or Department of Transportation","Full Reporter",102852,50,"DR","PT",34,NA,5.1745,NA,0.2803,NA,41.4459,NA,2.2452,NA,18.4597,NA,1.9618,NA,NA,303321,NA,1082069,NA,58618,NA,26108,NA,551576,NA,542337,NA,"No",NA,NA,NA,NA,NA,NA
"Western Contra Costa Transit Authority","Pinole","CA","9159","90159","Independent Public Agency or Authority of Transit Service","Full Reporter",3281212,50,"MB","PT",32,NA,1.1604,NA,0.1444,NA,100.1099,NA,12.4567,NA,8.0367,NA,1.0047,NA,NA,1017846,NA,7049141,NA,877124,NA,70414,NA,7016090,NA,1170327,NA,"No",NA,NA,NA,NA,NA,NA
"Grant County Transportation Authority","Moses Lake","WA","0R03-011","0R03-00309","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,50,"MB","DO",22,NA,0.5881,NA,0.0282,NA,100.4043,NA,4.8065,NA,20.8891,NA,0,NA,NA,150161,NA,5333475,NA,255323,NA,53120,NA,0,NA,1297143,NA,"No",NA,NA,NA,NA,NA,NA
"City of Eau Claire, dba: Eau Claire Transit","Eau Claire","WI","5099","50099","City, County or Local Government Unit or Department of Transportation","Full Reporter",102852,50,"MB","DO",16,NA,0.989,NA,0.2051,NA,91.7988,NA,19.0379,NA,4.8219,NA,1.8825,NA,NA,896177,NA,4369258,NA,906130,NA,47596,NA,2321024,NA,693353,NA,"No",NA,NA,NA,NA,NA,NA
"South Bend Public Transportation Corporation","South Bend","IN","5052","50052","Independent Public Agency or Authority of Transit Service","Full Reporter",278165,50,"DR","DO",15,NA,1.9778,NA,0.0873,NA,62.6529,NA,2.7658,NA,22.6523,NA,2.7991,NA,NA,149374,NA,1710863,NA,75527,NA,27307,NA,611212,NA,351367,NA,"No",NA,NA,NA,NA,NA,NA
"Western Reserve Transit Authority","Youngstown","OH","5024","50024","Independent Public Agency or Authority of Transit Service","Full Reporter",387550,50,"DR","DO",15,NA,1.9853,NA,0.0507,NA,55.909,NA,1.4267,NA,39.189,NA,4.8803,NA,NA,93080,NA,1837338,NA,46884,NA,32863,NA,376479,NA,418603,NA,"No",NA,NA,NA,NA,NA,NA
"Grant County Transportation Authority","Moses Lake","WA","0R03-011","0R03-00309","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,50,"DR","PT",15,NA,0.5569,NA,0.0162,NA,78.1948,NA,2.2782,NA,34.3235,NA,0,NA,NA,14244,NA,877893,NA,25577,NA,11227,NA,0,NA,178768,NA,"No",NA,NA,NA,NA,NA,NA
"Grant County Transportation Authority","Moses Lake","WA","0R03-011","0R03-00309","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,50,"VP","DO",13,NA,3.1977,NA,1.2744,NA,22.1635,NA,8.8329,NA,2.5092,NA,0,NA,NA,118857,NA,93264,NA,37169,NA,4208,NA,0,NA,251749,NA,"No",NA,NA,NA,NA,NA,NA
"City of Gardena, dba: GTrans","Gardena","CA","9042","90042","City, County or Local Government Unit or Department of Transportation","Full Reporter",12150996,49,"DR","DO",6,NA,0.5485,NA,0.0149,NA,94.4244,NA,2.5587,NA,36.903,NA,11.5168,NA,NA,12859,NA,865116,NA,23443,NA,9162,NA,75118,NA,65443,NA,"No",NA,NA,NA,NA,NA,NA
"Western Piedmont Regional Transit Authority , dba: dba: Greenway Public Transportation","Conover","NC","4172","40172","Independent Public Agency or Authority of Transit Service","Full Reporter",212195,49,"MB","DO",6,NA,0.5319,NA,0.056,NA,80.8891,NA,8.5151,NA,9.4995,NA,1.5981,NA,NA,71479,NA,1276511,NA,134377,NA,15781,NA,798753,NA,284217,NA,"No",NA,NA,NA,NA,NA,NA
"Riverside County Transportation Commission","Riverside","CA","9218","90218","MPO, COG or Other Planning Agency","Full Reporter",1932666,49,"VP","PT",49,NA,4.4781,NA,0.235,NA,95.297,NA,5.0015,NA,19.0537,NA,0.5231,NA,NA,60338,NA,256730,NA,13474,NA,2694,NA,490827,NA,106479,NA,"No",NA,NA,NA,NA,NA,NA
"City of Gardena, dba: GTrans","Gardena","CA","9042","90042","City, County or Local Government Unit or Department of Transportation","Full Reporter",12150996,49,"MB","DO",43,NA,0.7529,NA,0.1098,NA,155.0846,NA,22.6171,NA,6.857,NA,1.8763,NA,NA,2324257,NA,21166877,NA,3086911,NA,136486,NA,11281212,NA,1680040,NA,"No",NA,NA,NA,NA,NA,NA
"Western Piedmont Regional Transit Authority , dba: dba: Greenway Public Transportation","Conover","NC","4172","40172","Independent Public Agency or Authority of Transit Service","Full Reporter",212195,49,"DR","DO",43,NA,0.8919,NA,0.0307,NA,62.3085,NA,2.1434,NA,29.0706,NA,3.2717,NA,NA,98240,NA,3202036,NA,110147,NA,51390,NA,978703,NA,958403,NA,"No",NA,NA,NA,NA,NA,NA
"Northwest Alabama Council of Local Governments","Muscle Shoals","AL","4068","40068","MPO, COG or Other Planning Agency","Full Reporter",77074,49,"DR","DO",39,NA,4.5591,NA,0.3985,NA,34.1863,NA,2.9882,NA,11.4404,NA,1.1183,NA,NA,426268,NA,1069654,NA,93498,NA,31289,NA,956485,NA,424905,NA,"No",NA,NA,NA,NA,NA,NA
"Dutchess County, dba: Dutchess County Public Transit","Poughkeepsie","NY","2010","20010","City, County or Local Government Unit or Department of Transportation","Full Reporter",423566,49,"MB","DO",34,NA,1.4488,NA,0.1442,NA,88.6047,NA,8.8186,NA,10.0475,NA,1.7371,NA,NA,1049908,NA,7280999,NA,724657,NA,82174,NA,4191390,NA,1313331,NA,"No",NA,NA,NA,NA,NA,NA
"Collier County, dba: Collier Area Transit","Naples","FL","4140","40140","City, County or Local Government Unit or Department of Transportation","Full Reporter",310298,49,"DR","PT",30,NA,2.1981,NA,0.0543,NA,63.9069,NA,1.5789,NA,40.4747,NA,3.1996,NA,NA,233565,NA,4300676,NA,106256,NA,67296,NA,1344125,NA,1263684,NA,"No",NA,NA,NA,NA,NA,NA
"Portage Area Regional Transportation Authority","Kent","OH","5021","50021","Independent Public Agency or Authority of Transit Service","Full Reporter",569499,49,"DR","DO",26,NA,4.9915,NA,0.1009,NA,112.9337,NA,2.2828,NA,49.4722,NA,5.8666,NA,NA,412625,NA,4089669,NA,82666,NA,36213,NA,697107,NA,675660,NA,"No",NA,NA,NA,NA,NA,NA
"Portage Area Regional Transportation Authority","Kent","OH","5021","50021","Independent Public Agency or Authority of Transit Service","Full Reporter",569499,49,"MB","DO",23,NA,2.0662,NA,0.4676,NA,77.2435,NA,17.4806,NA,4.4188,NA,1.68,NA,NA,2356266,NA,5039057,NA,1140362,NA,65236,NA,2999437,NA,837681,NA,"No",NA,NA,NA,NA,NA,NA
"Collier County, dba: Collier Area Transit","Naples","FL","4140","40140","City, County or Local Government Unit or Department of Transportation","Full Reporter",310298,49,"MB","PT",19,NA,0.9946,NA,0.1391,NA,82.3177,NA,11.5112,NA,7.1511,NA,0.9864,NA,NA,836414,NA,6013801,NA,840961,NA,73056,NA,6096967,NA,1268696,NA,"No",NA,NA,NA,NA,NA,NA
"Dutchess County, dba: Dutchess County Public Transit","Poughkeepsie","NY","2010","20010","City, County or Local Government Unit or Department of Transportation","Full Reporter",423566,49,"DR","DO",15,NA,2.0615,NA,0.0135,NA,306.4816,NA,2.0058,NA,152.7963,NA,20.3965,NA,NA,45485,NA,3371298,NA,22064,NA,11000,NA,165288,NA,163652,NA,"No",NA,NA,NA,NA,NA,NA
"Northwest Alabama Council of Local Governments","Muscle Shoals","AL","4068","40068","MPO, COG or Other Planning Agency","Full Reporter",77074,49,"DT","PT",10,NA,0,NA,0,NA,33.3828,NA,4.4231,NA,7.5474,NA,1.3772,NA,NA,0,NA,98546,NA,13057,NA,2952,NA,71555,NA,61125,NA,"No",NA,NA,NA,NA,NA,NA
"Alamo Area Council of Governments","San Antonio","TX","6130","60130","MPO, COG or Other Planning Agency","Full Reporter",1758210,48,"DR","DO",48,NA,2.0134,NA,0.0558,NA,67.0526,NA,1.8587,NA,36.0741,NA,3.4411,NA,NA,236334,NA,4234303,NA,117378,NA,63149,NA,1230524,NA,1070586,NA,"No",NA,NA,NA,NA,NA,NA
"Northern Oklahoma Development Authority","ENID","OK","6R04-007","6R04-60226","MPO, COG or Other Planning Agency","Rural Reporter",0,48,"DR","DO",48,NA,2.4419,NA,0.0922,NA,28.9309,NA,1.0928,NA,26.4736,NA,0,NA,NA,122274,NA,1325641,NA,50074,NA,45821,NA,0,NA,853318,NA,"No",NA,NA,NA,NA,NA,NA
"Region XII Council of Governments/WITS","Carroll","IA","7R01-012","7R01-70224","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,48,"DR","DO",48,NA,1.3661,NA,0.0912,NA,44.1962,NA,2.9506,NA,14.9788,NA,0,NA,NA,211559,NA,2319683,NA,154864,NA,52486,NA,0,NA,1154688,NA,"No",NA,NA,NA,NA,NA,NA
"Butte County Association of Governments","Chico","CA","9208","90208","MPO, COG or Other Planning Agency","Full Reporter",98176,48,"MB","PT",26,NA,1.1502,NA,0.1985,NA,87.6285,NA,15.1221,NA,5.7947,NA,1.1778,NA,NA,1241356,NA,6253781,NA,1079218,NA,71367,NA,5309753,NA,1047634,NA,"No",NA,NA,NA,NA,NA,NA
"Butte County Association of Governments","Chico","CA","9208","90208","MPO, COG or Other Planning Agency","Full Reporter",98176,48,"DR","PT",22,NA,2.2386,NA,0.1136,NA,71.8002,NA,3.6451,NA,19.698,NA,5.1405,NA,NA,377085,NA,3318102,NA,168449,NA,46213,NA,645481,NA,409196,"Q","Yes",NA,NA,NA,NA,NA,NA
"Senior Citizens United Community Services of Camden County, Inc.","Audubon","NJ","2204","20204","Private-Non-Profit Corporation","Full Reporter",5441567,47,"DR","DO",47,NA,0.065,NA,0.0027,NA,49.5411,NA,2.094,NA,23.6588,NA,3.9656,NA,NA,9690,NA,3528216,NA,149129,NA,71218,NA,889699,NA,808289,NA,"No",NA,NA,NA,NA,NA,NA
"Mountain Empire Older Citizens Transit","Big Stone Gap","VA","3R06-003","3R06-30132","Private-Non-Profit Corporation","Rural Reporter",0,47,"DR","DO",47,NA,0.5133,NA,0.0299,NA,31.9404,NA,1.8627,NA,17.1475,NA,0,NA,NA,51359,NA,1715741,NA,100058,NA,53717,NA,0,NA,897659,NA,"No",NA,NA,NA,NA,NA,NA
